Filename,a,b
013004-735236.png,6.66,6.01
012932-735221.png,6.82,6.08
011927-735125.png,6.67,6.24
012434-735144.png,6.62,6.2
013304-735138.png,6.53,6.07
012922-735148.png,7.26,6.14
012157-735106.png,10.2,8.68
013056-735112.png,7.11,6.47
013124-735101.png,6.49,6.03
013041-735053.png,7.3,6.31
012350-735043.png,6.54,6.22
012348-735034.png,7.32,6.33
012241-735017.png,6.72,6.17
012901-735018.png,7.6,6.21
012857-735018.png,6.83,6.34
013137-734959.png,6.49,6.31
012759-735007.png,8.12,5.92
012042-734937.png,6.67,6.35
013147-734943.png,7.01,6.34
013152-734934.png,6.52,6.01
012231-734944.png,6.8,6.04
012448-734949.png,7.31,6.82
013240-734936.png,9.44,6.33
013225-734933.png,7.25,6.07
012807-734937.png,7.24,6.03
012636-734934.png,6.65,6.02
013022-734920.png,6.39,5.97
011932-734847.png,6.7,6.26
012520-734919.png,6.93,6.12
012930-734838.png,6.5,6.21
013507-734803.png,6.64,6.26
012519-734822.png,6.79,6.11
013413-734756.png,6.58,6.04
012314-734757.png,6.87,6.18
012812-734806.png,6.87,6.29
012029-734734.png,7.12,6.13
012727-734759.png,7.88,6.69
012319-734745.png,6.91,6.43
012914-734757.png,6.68,5.99
012056-734731.png,9.72,6.55
013545-734713.png,9.21,8.14
012310-734734.png,6.62,6.1
012934-734732.png,6.65,6.06
012751-734731.png,7.23,6.12
012847-734729.png,6.63,5.94
013204-734715.png,6.58,6.1
012236-734705.png,6.78,6.06
012540-734644.png,6.7,6.29
012857-734642.png,6.58,6.01
013040-734632.png,6.95,6.08
012430-734618.png,7.56,6.81
012701-734559.png,6.63,6.15
012703-734611.png,6.44,6.04
012332-734602.png,6.42,5.84
012452-734549.png,7.07,6.17
012321-734527.png,6.93,6.04
012118-734513.png,13.36,11.63
013153-734507.png,7.06,6.04
012704-734512.png,6.76,5.92
012717-734502.png,6.74,6.34
012437-734447.png,6.97,6.11
013127-734438.png,7.05,6.31
012509-734442.png,7.05,6.19
013442-734420.png,6.46,6.13
012553-734440.png,6.39,6.13
013554-734407.png,6.73,6.11
013243-734414.png,6.9,6.19
013239-734422.png,7.0,5.88
013159-734429.png,6.6,6.01
012813-734435.png,6.75,6.13
013050-734426.png,6.76,5.98
012829-734430.png,6.45,6.31
012337-734354.png,6.56,6.09
012542-734353.png,11.59,7.22
011948-734321.png,6.46,6.25
012653-734335.png,6.52,6.2
012647-734320.png,7.02,6.11
012954-734322.png,6.64,6.05
012702-734323.png,11.47,6.87
012945-734320.png,6.66,6.16
012546-734314.png,6.81,5.92
013729-734227.png,7.02,6.56
012830-734315.png,6.81,6.19
012803-734315.png,7.14,6.2
013304-734239.png,6.71,6.62
013103-734249.png,6.59,6.27
013209-734240.png,6.55,6.08
012217-734230.png,6.6,6.06
012945-734238.png,6.71,6.21
012905-734228.png,6.55,5.77
012721-734221.png,6.6,6.48
012448-734214.png,7.11,6.11
012438-734158.png,6.86,6.08
012031-734129.png,6.66,6.13
013513-734124.png,6.77,6.0
012300-734141.png,6.83,5.83
012829-734143.png,7.91,6.17
012118-734124.png,8.45,6.57
013229-734123.png,6.87,6.06
012415-734120.png,6.54,6.08
012416-734102.png,6.82,6.23
012223-734114.png,6.38,6.17
012711-734123.png,6.57,6.01
012323-734111.png,6.67,6.24
013401-734055.png,6.95,6.26
013633-734027.png,6.5,6.21
012729-734059.png,7.91,6.5
012528-734057.png,6.48,5.99
013059-734045.png,6.56,5.94
012222-734031.png,6.85,6.51
012121-734013.png,6.58,6.14
012502-734022.png,6.97,6.62
011942-733946.png,6.64,6.12
013020-733957.png,6.91,5.82
012553-733955.png,7.16,6.14
012519-733954.png,7.7,6.62
013002-733950.png,6.42,5.96
013139-733941.png,6.55,6.07
013404-733923.png,6.54,6.23
012633-733943.png,14.46,12.5
012607-733934.png,8.06,5.89
013043-733925.png,10.57,5.99
012155-733911.png,51.39,4.98
012950-733925.png,6.55,5.98
013215-733903.png,8.15,6.83
012054-733853.png,7.01,6.15
012647-733908.png,6.45,6.23
012352-733856.png,6.47,6.15
012333-733839.png,6.94,5.94
012235-733814.png,6.56,5.72
012236-733826.png,7.13,6.08
012306-733827.png,8.33,7.54
012337-733829.png,6.76,6.16
013626-733744.png,6.94,6.24
013556-733748.png,6.49,5.98
012642-733821.png,6.8,6.62
011951-733746.png,7.76,6.5
012831-733815.png,6.65,6.01
013059-733758.png,6.8,6.07
012617-733745.png,7.12,6.07
012408-733747.png,6.86,6.17
012355-733745.png,6.56,6.11
012720-733747.png,7.08,6.0
013612-733703.png,6.64,6.15
013634-733655.png,6.52,6.31
012817-733736.png,6.66,6.03
013417-733646.png,6.74,6.05
013701-733630.png,6.7,5.97
012459-733707.png,6.76,6.11
012949-733709.png,7.2,6.04
013442-733644.png,7.86,6.49
013334-733645.png,7.34,6.06
012320-733653.png,7.12,6.45
012323-733640.png,6.77,6.23
012217-733646.png,6.91,6.0
013525-733626.png,6.67,6.36
013546-733618.png,7.18,6.86
012128-733625.png,6.7,6.14
013717-733553.png,7.47,6.67
013529-733606.png,7.17,6.35
013607-733551.png,6.59,6.46
011842-733528.png,9.65,6.89
012031-733542.png,6.77,6.26
012834-733545.png,10.89,8.84
011743-733454.png,6.82,6.3
012056-733454.png,6.2,6.17
012048-733514.png,6.59,6.1
012500-733538.png,6.78,6.17
013709-733453.png,7.46,6.86
012634-733521.png,6.94,6.23
012309-733503.png,6.9,5.98
012437-733504.png,7.8,5.93
012014-733431.png,6.55,6.08
012244-733453.png,6.6,6.06
012125-733440.png,6.71,5.98
013048-733452.png,7.3,5.68
013307-733441.png,7.91,6.81
013505-733420.png,6.78,6.13
012101-733418.png,6.66,6.11
013512-733420.png,8.91,6.72
013322-733432.png,6.7,6.18
012325-733405.png,7.4,6.32
012655-733413.png,6.78,6.06
013321-733339.png,6.65,5.98
012254-733342.png,6.67,6.12
012400-733347.png,6.78,5.82
013532-733321.png,6.66,6.41
013135-733342.png,6.77,6.5
013034-733344.png,6.85,6.51
013109-733327.png,6.7,5.78
012522-733331.png,6.41,6.26
012930-733311.png,6.94,6.0
011736-733217.png,6.95,6.28
012323-733258.png,7.4,6.86
013404-733243.png,6.57,6.02
012414-733259.png,7.22,6.84
013033-733256.png,11.95,9.03
012507-733254.png,6.81,6.12
012258-733243.png,8.54,7.48
012703-733251.png,14.53,12.85
013407-733224.png,6.76,6.08
013545-733202.png,6.66,5.99
012730-733239.png,6.63,6.12
013552-733157.png,6.59,6.21
012617-733234.png,6.92,5.92
013057-733225.png,6.44,6.05
012326-733219.png,6.9,6.08
013134-733220.png,7.05,6.33
012040-733154.png,6.95,6.49
013249-733200.png,6.53,6.29
012030-733143.png,6.73,6.3
012216-733155.png,6.71,6.37
012624-733202.png,6.82,6.63
012527-733200.png,7.46,7.08
013221-733147.png,22.34,8.93
012924-733153.png,6.62,5.99
012332-733135.png,6.92,6.83
012740-733146.png,6.81,6.09
012534-733146.png,6.72,6.01
013312-733131.png,6.65,6.34
013742-733050.png,6.6,5.74
013221-733133.png,9.07,8.39
011851-733045.png,7.5,6.43
012457-733118.png,7.39,6.73
012648-733115.png,7.38,6.92
012542-733111.png,9.14,7.83
011937-733039.png,7.06,5.97
012213-733054.png,6.49,5.85
012337-733057.png,6.48,6.08
012415-733058.png,6.66,5.86
012232-733040.png,6.66,6.44
012510-733049.png,7.11,6.14
012055-733025.png,6.51,5.95
012219-733019.png,6.41,6.28
013229-733022.png,6.55,6.22
012130-732958.png,6.81,6.7
012824-733012.png,7.81,6.2
013640-732931.png,6.9,6.27
013340-732953.png,7.16,6.91
012646-733007.png,6.75,6.1
012219-732948.png,6.51,6.38
012216-732955.png,6.75,6.08
012428-732958.png,7.16,6.24
013252-732948.png,6.94,6.48
012301-732944.png,6.72,6.33
012539-732949.png,6.69,6.06
012541-732951.png,6.69,6.05
012531-732939.png,7.93,6.86
013206-732933.png,6.94,6.06
013209-732937.png,6.75,6.19
011930-732906.png,6.91,6.27
012443-732937.png,7.04,6.19
013501-732910.png,6.78,6.27
012818-732935.png,12.52,6.62
012623-732929.png,7.27,7.26
013147-732919.png,6.86,5.93
013433-732855.png,6.62,6.2
012533-732917.png,6.94,6.38
012025-732841.png,6.88,5.92
012311-732845.png,6.84,6.09
013737-732803.png,6.65,6.09
012247-732842.png,6.6,6.3
013711-732734.png,6.8,6.48
013704-732748.png,6.62,6.12
013708-732740.png,6.77,6.53
012855-732841.png,8.13,7.91
012333-732827.png,6.49,6.08
012323-732821.png,8.18,6.97
013733-732740.png,6.43,6.25
012123-732752.png,6.83,5.99
012108-732741.png,6.94,6.64
013309-732747.png,6.73,6.14
012828-732758.png,6.6,6.11
012206-732740.png,18.73,12.88
012837-732755.png,10.49,8.84
012509-732749.png,6.77,6.0
012758-732749.png,6.87,5.86
012132-732710.png,6.63,6.04
012818-732739.png,8.18,6.97
013657-732644.png,6.48,6.06
012550-732717.png,6.5,6.07
012629-732715.png,6.85,5.97
013514-732647.png,6.86,6.05
012340-732700.png,8.65,8.35
012737-732707.png,6.81,5.65
012415-732701.png,6.51,6.05
012510-732658.png,7.81,6.81
012801-732649.png,7.38,6.76
013147-732646.png,8.06,7.0
012813-732651.png,6.88,5.64
012730-732645.png,6.53,6.04
012737-732639.png,7.25,5.88
011755-732543.png,6.71,6.13
013239-732624.png,6.64,6.03
012838-732626.png,6.73,6.2
013216-732615.png,6.79,6.24
012133-732604.png,9.48,6.76
011923-732535.png,6.66,6.21
013237-732552.png,6.79,6.0
012549-732601.png,6.74,5.95
011929-732527.png,10.02,7.96
012816-732540.png,11.96,8.53
012705-732552.png,6.74,6.05
012650-732548.png,6.8,6.47
011828-732453.png,8.91,7.31
013417-732519.png,7.14,6.68
013346-732517.png,6.22,6.07
012908-732528.png,7.05,6.03
012802-732524.png,6.92,6.04
012624-732520.png,6.8,6.31
013136-732458.png,6.95,6.38
012616-732502.png,6.75,6.11
013641-732418.png,6.14,6.05
012407-732442.png,6.67,6.19
012305-732433.png,6.69,5.91
013441-732410.png,7.12,6.84
013027-732426.png,7.01,6.01
013001-732409.png,7.56,5.88
013446-732342.png,6.65,5.92
012608-732402.png,10.56,8.59
012130-732335.png,6.88,5.89
012620-732351.png,6.65,6.23
012439-732336.png,6.62,6.02
012349-732307.png,6.82,6.0
012254-732314.png,7.17,6.3
012252-732307.png,6.63,6.06
013138-732313.png,6.71,5.81
012035-732244.png,6.52,6.13
012012-732230.png,8.38,6.83
012804-732300.png,7.19,6.02
012915-732257.png,7.07,5.8
012719-732252.png,9.92,6.33
013411-732219.png,6.52,6.08
012341-732230.png,15.97,6.52
012749-732236.png,6.84,5.96
012137-732159.png,7.52,6.38
012241-732203.png,7.0,6.3
013010-732210.png,6.65,6.26
012210-732147.png,6.44,6.04
012715-732155.png,6.57,5.23
013245-732136.png,6.55,6.23
012735-732150.png,7.83,6.15
011949-732102.png,6.7,6.11
012911-732131.png,6.39,6.25
012648-732127.png,6.67,5.99
012128-732005.png,6.64,6.33
012023-732039.png,8.5,8.1
012955-732057.png,6.67,6.0
011822-732015.png,6.76,6.05
013025-732056.png,7.7,6.84
013022-732039.png,7.13,6.5
012231-732028.png,6.72,6.18
013515-732012.png,6.67,6.29
012656-732041.png,6.56,6.08
012255-732024.png,6.56,6.23
012502-732016.png,6.46,6.15
012748-732016.png,6.46,6.07
012635-732007.png,6.87,6.72
013518-731932.png,7.85,6.9
013531-731908.png,6.7,5.99
012948-731935.png,6.8,6.48
012649-731930.png,6.91,5.98
013423-731812.png,7.33,6.61
013255-731916.png,6.55,6.1
012633-731855.png,6.68,5.93
012426-731846.png,8.81,6.74
011825-731757.png,8.1,6.86
012916-731848.png,6.59,6.04
012905-731841.png,6.69,5.85
012216-731824.png,7.05,6.49
012705-731834.png,6.5,5.99
013545-731758.png,6.84,6.02
013111-731821.png,6.61,6.16
013340-731746.png,6.56,6.16
013344-731752.png,6.76,6.27
013336-731744.png,6.97,6.16
013624-731739.png,7.37,6.32
012654-731803.png,7.33,6.08
013509-731732.png,6.57,6.17
013032-731741.png,6.69,5.99
012637-731749.png,8.09,7.44
012652-731745.png,6.84,5.86
012056-731702.png,7.43,6.21
012145-731659.png,6.76,6.1
012756-731717.png,6.79,6.12
012234-731704.png,7.61,6.55
012340-731705.png,8.01,6.79
013519-731641.png,6.96,6.03
012831-731657.png,6.82,5.98
012119-731633.png,9.15,8.43
012518-731631.png,6.77,6.04
012517-731643.png,7.6,6.99
012313-731639.png,6.76,6.17
013316-731628.png,6.58,6.07
013111-731637.png,7.85,6.95
012649-731633.png,7.99,6.0
013015-731628.png,6.57,6.06
012741-731632.png,6.81,6.26
012547-731601.png,8.4,6.07
012546-731612.png,6.66,6.07
012631-731607.png,6.71,6.07
012216-731552.png,6.66,6.04
012907-731558.png,6.61,6.1
013101-731531.png,6.68,6.01
012909-731535.png,9.96,6.43
012159-731455.png,13.93,9.85
012639-731503.png,9.33,7.85
012916-731459.png,8.22,7.01
012110-731435.png,6.74,6.13
013602-731406.png,6.62,6.06
012254-731428.png,7.35,6.08
013414-731408.png,6.8,6.48
013313-731412.png,7.02,6.14
013000-731425.png,8.96,7.28
012848-731404.png,6.7,6.06
013106-731355.png,6.57,6.09
012327-731351.png,6.69,5.86
012927-731353.png,6.81,6.64
012613-731351.png,7.64,6.21
012913-731342.png,6.58,6.11
012941-731331.png,6.69,6.6
012706-731328.png,7.14,6.39
013148-731325.png,6.79,5.95
012911-731331.png,6.64,6.02
012550-731319.png,7.76,7.31
012212-731254.png,10.19,10.01
012947-731303.png,7.21,6.13
012902-731256.png,7.34,6.91
012208-731241.png,6.54,6.34
011859-731214.png,6.58,6.22
012618-731250.png,6.76,6.04
013243-731220.png,6.64,6.04
013220-731202.png,7.03,6.07
013013-731158.png,6.84,6.02
013245-731144.png,7.4,6.5
013113-731142.png,9.38,7.23
012238-731139.png,7.01,5.65
013404-731124.png,6.66,6.34
012224-731125.png,6.93,6.05
013438-731112.png,6.37,6.28
013025-731122.png,6.66,6.14
012752-731104.png,13.52,9.79
012753-731118.png,6.89,6.46
012752-731051.png,6.59,6.08
013117-731050.png,6.6,5.91
013434-731018.png,6.63,6.12
012236-731023.png,7.02,6.77
013502-730957.png,8.2,6.63
012626-731022.png,6.6,6.05
013052-731016.png,6.5,6.41
012958-731015.png,7.65,6.22
013042-731002.png,6.8,5.99
013303-730929.png,17.83,12.12
012711-730940.png,6.54,5.85
012408-730905.png,7.03,6.22
013528-730846.png,6.46,6.06
012900-730913.png,6.54,6.2
012913-730902.png,6.6,6.41
012813-730901.png,6.63,5.7
012832-730851.png,6.87,6.65
013031-730820.png,6.74,6.0
013206-730804.png,6.37,6.34
012615-730806.png,6.78,5.9
012619-730735.png,6.65,6.03
012815-730800.png,7.34,6.77
012857-730748.png,6.87,6.71
013239-730733.png,6.92,6.2
012108-730715.png,7.5,6.55
013024-730708.png,6.6,6.47
013118-730701.png,6.69,6.03
012938-730705.png,6.81,5.82
012928-730648.png,6.97,5.78
013050-730654.png,8.99,7.87
012811-730652.png,6.23,6.17
012713-730645.png,6.5,6.24
012843-730635.png,7.12,6.15
012341-730623.png,6.81,6.48
012919-730612.png,6.57,6.12
012955-730608.png,8.27,6.78
012342-730553.png,8.7,5.78
013003-730556.png,7.51,5.91
012943-730551.png,6.63,6.47
012555-730541.png,6.9,6.35
012031-730511.png,6.82,6.54
012522-730523.png,6.74,6.23
013045-730517.png,19.23,6.98
012456-730518.png,6.63,6.48
012946-730511.png,6.69,5.93
012939-730456.png,7.56,6.53
012754-730447.png,6.76,6.0
013300-730424.png,12.73,10.5
012214-730422.png,6.58,5.89
012841-730424.png,7.22,6.05
013155-730405.png,6.64,5.97
012220-730351.png,6.77,6.11
012552-730407.png,6.66,5.97
013001-730406.png,6.47,5.8
013146-730358.png,7.53,6.18
013117-730356.png,6.77,6.16
013017-730354.png,6.6,6.05
013329-730305.png,6.7,5.86
013323-730325.png,6.7,5.91
012637-730333.png,6.84,6.06
013207-730308.png,13.05,7.32
013002-730307.png,6.8,6.01
012309-730257.png,7.19,5.6
013021-730258.png,6.66,5.91
012814-730256.png,6.47,6.15
012913-730247.png,6.7,6.0
013247-730218.png,6.77,6.17
013058-730117.png,6.84,6.37
012211-730054.png,15.03,6.53
013332-730052.png,6.49,6.31
012816-730056.png,8.38,7.27
012918-730046.png,6.73,5.85
012555-730041.png,6.45,6.1
013230-730020.png,6.73,5.99
012856-725955.png,6.7,6.19
013347-725920.png,6.98,6.18
012441-725908.png,6.5,6.0
012514-725908.png,7.46,6.38
012852-725840.png,6.63,6.22
012729-725836.png,6.7,6.11
012943-725833.png,6.93,6.61
012409-725815.png,6.85,6.34
012544-725818.png,6.92,6.12
013055-725810.png,6.67,6.0
012714-725809.png,6.59,6.01
012321-725755.png,7.2,6.31
012819-725748.png,8.56,8.46
012235-725735.png,6.63,6.12
013151-725717.png,6.59,6.21
012547-725637.png,6.64,6.05
012544-725646.png,6.61,6.44
012518-725643.png,7.45,6.87
012354-725612.png,6.75,6.19
012510-725555.png,6.62,6.05
012705-725554.png,7.71,6.13
012919-725514.png,6.42,5.99
013116-725459.png,6.72,5.93
012945-725500.png,6.23,6.05
012716-725449.png,9.2,6.88
012858-725444.png,6.49,6.12
012416-725413.png,7.16,6.08
013005-725415.png,6.57,6.01
012829-725416.png,7.69,5.97
012713-725417.png,6.87,6.02
012608-725413.png,7.2,6.6
012504-725405.png,6.55,6.1
012901-725400.png,6.87,6.0
012537-725339.png,6.84,6.2
012853-725307.png,6.72,5.9
012552-725304.png,6.95,6.16
013121-725249.png,6.98,6.51
012842-725210.png,7.78,7.29
012814-725111.png,7.04,5.96
012546-725108.png,6.73,5.88
012604-725041.png,7.68,6.81
