subject_id,Filename,flag_rad_point,a,b,is_point
91319578,005537-715503.png,0.0,6.54,6.46,1.0
91319579,005635-720654.png,0.0,6.27,6.03,1.0
91319581,005728-714407.png,0.0,6.8,6.18,1.0
91319582,005757-715644.png,0.0,6.61,6.01,1.0
91319584,005827-720500.png,1.0,6.32,5.89,1.0
91319586,005916-720200.png,0.0,6.89,6.69,1.0
91319587,005930-712403.png,1.0,7.45,6.11,1.0
91319589,010007-713745.png,0.0,6.5,5.99,1.0
91319590,010035-722602.png,1.0,6.62,6.22,1.0
91319592,010037-723856.png,1.0,6.26,5.96,1.0
91319594,010116-720516.png,1.0,6.41,6.29,1.0
91319595,010143-715431.png,0.0,6.86,6.47,1.0
91319597,010232-712159.png,1.0,8.38,7.72,0.0
91319598,010233-715141.png,0.0,6.85,5.89,1.0
91319600,010348-712405.png,0.0,6.49,6.0,1.0
91319601,010403-720137.png,0.0,8.06,6.29,0.0
91319602,010414-714935.png,0.0,7.25,6.58,1.0
91319603,010428-721644.png,0.0,6.65,5.76,1.0
91319605,010455-723308.png,0.0,7.08,6.13,1.0
91319607,010521-714419.png,1.0,7.2,6.05,1.0
91319608,010634-715542.png,0.0,7.99,6.71,0.0
91319610,010701-722327.png,0.0,6.41,6.14,1.0
91319611,010706-715843.png,0.0,6.41,5.69,1.0
91319613,010759-720424.png,0.0,6.26,6.18,1.0
91319614,010839-722229.png,1.0,6.68,5.86,1.0
91319616,011000-720824.png,0.0,8.34,6.63,0.0
91319617,011018-720958.png,1.0,6.75,6.53,1.0
91319619,011137-714920.png,1.0,6.88,5.98,1.0
91319621,011142-715117.png,1.0,6.65,5.96,1.0
91319622,005641-714508.png,0.0,6.9,6.67,1.0
91319624,005756-715721.png,0.0,6.96,6.47,1.0
91319625,005829-714910.png,1.0,6.54,6.02,1.0
91319627,005908-714716.png,0.0,6.48,6.39,1.0
91319628,010031-723337.png,0.0,6.87,6.17,1.0
91319630,010038-712900.png,0.0,6.48,6.23,1.0
91319631,010055-723657.png,1.0,6.53,6.32,1.0
91319633,010111-712638.png,1.0,7.52,6.7,0.0
91319634,010117-714816.png,1.0,6.23,6.05,1.0
91319635,010200-723651.png,0.0,6.88,6.23,1.0
91319636,010212-721901.png,1.0,6.49,6.23,1.0
91319638,010216-712529.png,1.0,6.52,6.2,1.0
91319639,010240-713117.png,0.0,6.45,5.91,1.0
91319641,010244-715332.png,0.0,6.92,6.45,1.0
91319642,010310-714600.png,1.0,6.7,6.27,1.0
91319644,010344-715938.png,1.0,6.7,6.32,1.0
91319646,010406-720758.png,0.0,6.87,6.06,1.0
91319647,010416-724144.png,0.0,6.56,5.99,1.0
91319649,010420-724242.png,0.0,7.27,6.14,1.0
91319651,010431-720726.png,0.0,6.74,6.12,1.0
91319652,010455-721911.png,1.0,6.24,6.16,1.0
91319653,010521-715655.png,0.0,6.75,6.7,1.0
91319654,010536-722055.png,0.0,6.74,5.66,1.0
91319655,010647-715339.png,0.0,7.15,6.21,1.0
91319657,010652-721839.png,0.0,6.7,6.16,1.0
91319658,010731-714813.png,0.0,6.75,6.03,1.0
91319660,010732-715327.png,0.0,6.65,5.95,1.0
91319661,010739-722320.png,1.0,6.71,6.32,1.0
91319663,010757-713611.png,0.0,7.21,6.15,1.0
91319664,011055-721804.png,0.0,7.17,6.11,1.0
91319666,005808-720339.png,0.0,6.74,6.05,1.0
91319667,005839-721439.png,0.0,6.99,6.14,1.0
91319669,005953-723342.png,0.0,7.01,6.43,1.0
91319671,010013-723812.png,0.0,7.74,6.9,0.0
91319672,010016-712600.png,0.0,7.11,6.71,1.0
91319674,010026-722105.png,1.0,7.39,6.16,1.0
91319675,010028-715201.png,1.0,8.38,6.12,0.0
91319677,010046-715911.png,1.0,6.59,6.42,1.0
91319678,010113-714652.png,1.0,7.87,7.78,0.0
91319680,010236-714526.png,0.0,6.54,6.04,1.0
91319682,010237-720323.png,0.0,6.11,5.94,1.0
91319684,010328-723912.png,0.0,6.95,6.25,1.0
91319686,010408-715354.png,0.0,7.05,5.99,1.0
91319687,010415-720005.png,1.0,7.03,6.99,0.0
91319689,010439-713141.png,0.0,8.62,7.12,0.0
91319691,010603-724124.png,1.0,9.81,7.76,0.0
91319692,010606-715251.png,1.0,6.52,6.37,1.0
91319693,010611-721510.png,0.0,6.7,5.97,1.0
91319695,010640-720310.png,1.0,7.46,6.86,0.0
91319696,010657-713732.png,0.0,6.78,6.09,1.0
91319698,010700-720800.png,0.0,6.64,6.15,1.0
91319700,010738-713454.png,0.0,6.82,5.58,1.0
91319701,010745-723357.png,0.0,6.91,5.87,1.0
91319703,010752-721018.png,0.0,6.45,6.18,1.0
91319704,010812-714831.png,0.0,6.69,6.18,1.0
91319705,010843-721903.png,0.0,6.43,6.03,1.0
91319706,010845-713815.png,1.0,6.56,5.71,1.0
91319707,010919-713112.png,1.0,6.55,6.25,1.0
91319708,010930-714230.png,1.0,8.04,7.65,0.0
91319709,005750-723022.png,0.0,6.82,6.4,1.0
91319711,005800-713903.png,1.0,6.55,5.91,1.0
91319712,005848-720035.png,0.0,6.84,6.54,1.0
91319713,005853-720327.png,0.0,6.68,6.0,1.0
91319714,005940-722359.png,0.0,6.45,6.21,1.0
91319715,005942-714837.png,0.0,6.85,6.26,1.0
91319717,005955-722657.png,0.0,7.1,5.88,1.0
91319718,010035-724056.png,1.0,6.85,6.35,1.0
91319719,010038-712643.png,1.0,6.97,6.37,1.0
91319720,010111-721900.png,0.0,8.15,6.07,0.0
91319722,010150-721833.png,0.0,6.56,6.44,1.0
91319724,010153-721416.png,1.0,6.56,6.2,1.0
91319726,010215-713558.png,1.0,6.78,5.93,1.0
91319727,010225-714722.png,1.0,6.87,5.94,1.0
91319729,010231-712545.png,0.0,6.78,6.27,1.0
91319730,010359-720204.png,0.0,6.58,6.45,1.0
91319732,010521-712744.png,1.0,6.78,5.67,1.0
91319733,010603-712658.png,0.0,7.43,6.1,1.0
91319735,010639-721818.png,0.0,7.89,6.97,0.0
91319737,010651-722213.png,1.0,6.34,6.21,1.0
91319739,010717-714650.png,0.0,6.25,5.93,1.0
91319741,010722-714937.png,1.0,6.67,5.94,1.0
91319743,010737-713502.png,0.0,11.07,10.63,0.0
91319744,010744-723024.png,1.0,6.87,6.21,1.0
91319745,010750-714509.png,0.0,6.73,6.08,1.0
91319746,010838-722622.png,1.0,6.83,6.14,1.0
91319748,011022-715553.png,0.0,7.11,6.03,1.0
91319749,011143-714557.png,0.0,7.14,6.41,1.0
91319751,011214-715102.png,1.0,6.62,6.34,1.0
91319753,011238-715551.png,1.0,6.38,6.17,1.0
91319754,005506-715235.png,0.0,6.54,5.97,1.0
91319755,005544-715326.png,1.0,6.55,6.28,1.0
91319757,005600-720109.png,0.0,6.81,6.22,1.0
91319758,005607-720003.png,0.0,6.75,6.57,1.0
91319760,005704-713124.png,1.0,6.48,5.77,1.0
91319761,005814-712736.png,1.0,6.37,6.24,1.0
91319763,005824-720038.png,0.0,6.65,5.87,1.0
91319764,005842-712856.png,0.0,6.79,6.22,1.0
91319766,005911-712658.png,0.0,7.14,5.92,1.0
91319768,005914-722233.png,1.0,6.77,6.31,1.0
91319770,010012-720150.png,0.0,7.07,6.39,1.0
91319772,010023-712206.png,1.0,6.94,6.22,1.0
91319773,010023-712452.png,1.0,6.31,5.75,1.0
91319775,010132-720726.png,0.0,7.01,5.99,1.0
91319776,010137-714421.png,1.0,6.95,5.85,1.0
91319778,010148-715540.png,1.0,6.67,6.33,1.0
91319780,010210-721253.png,1.0,6.63,6.43,1.0
91319781,010334-715721.png,1.0,6.29,5.99,1.0
91319782,010435-720502.png,0.0,6.9,6.19,1.0
91319783,010501-712234.png,1.0,7.16,6.1,1.0
91319785,010541-720338.png,0.0,7.79,6.55,0.0
91319786,010633-721652.png,0.0,7.04,5.83,1.0
91319788,010706-722245.png,0.0,6.82,6.45,1.0
91319790,010708-721950.png,0.0,6.3,5.81,1.0
91319792,010720-715102.png,0.0,7.17,6.23,1.0
91319793,010751-714015.png,1.0,6.79,6.25,1.0
91319795,010809-720913.png,0.0,6.94,6.67,1.0
91319797,010813-721144.png,0.0,7.03,6.25,1.0
91319798,010853-723600.png,1.0,6.3,6.07,1.0
91319800,010913-722041.png,0.0,6.94,6.65,1.0
91319801,011103-720050.png,0.0,6.76,6.21,1.0
91319803,005523-714403.png,1.0,6.65,6.13,1.0
91319805,005710-715144.png,1.0,6.92,6.07,1.0
91319806,005728-720347.png,0.0,7.07,5.72,1.0
91319808,005732-721302.png,0.0,6.82,6.05,1.0
91319809,005812-714718.png,1.0,7.01,6.17,1.0
91319810,005905-722824.png,0.0,6.77,5.95,1.0
91319811,010018-721558.png,1.0,6.36,6.05,1.0
91319813,010109-723553.png,0.0,7.16,6.35,1.0
91319815,010114-722906.png,1.0,6.38,5.82,1.0
91319817,010133-715225.png,0.0,6.62,6.5,1.0
91319818,010154-714541.png,1.0,6.62,5.85,1.0
91319820,010225-714033.png,1.0,7.06,6.41,1.0
91319821,010249-715319.png,0.0,7.5,6.5,0.0
91319822,010253-721224.png,1.0,6.66,6.37,1.0
91319824,010258-720348.png,0.0,7.09,6.07,1.0
91319825,010307-714953.png,0.0,7.01,6.58,1.0
91319826,010309-713729.png,1.0,6.51,5.94,1.0
91319828,010401-712410.png,1.0,6.83,5.79,1.0
91319829,010401-712457.png,1.0,7.02,6.07,1.0
91319830,010441-713123.png,0.0,6.91,6.08,1.0
91319832,010633-712835.png,0.0,6.48,6.29,1.0
91319833,010713-723210.png,1.0,6.86,6.15,1.0
91319835,010741-715312.png,0.0,6.67,6.38,1.0
91319836,010809-713419.png,0.0,7.65,6.65,0.0
91319838,010809-713531.png,0.0,7.19,5.61,1.0
91319840,010825-715145.png,1.0,6.31,5.45,1.0
91319842,010908-722003.png,0.0,6.68,6.43,1.0
91319843,010909-715050.png,1.0,6.74,5.78,1.0
91319844,010914-722940.png,0.0,6.69,6.29,1.0
91319846,005652-713607.png,1.0,7.03,6.03,1.0
91319848,005726-713957.png,0.0,6.29,5.94,1.0
91319849,005811-723115.png,0.0,7.63,7.23,0.0
91319850,005832-720205.png,0.0,6.51,5.65,1.0
91319852,010056-714347.png,1.0,7.05,6.95,0.0
91319853,010114-720754.png,1.0,6.51,5.69,1.0
91319854,010123-715918.png,0.0,8.39,6.44,0.0
91319855,010154-712722.png,1.0,9.13,8.49,0.0
91319856,010207-714854.png,1.0,6.87,6.26,1.0
91319858,010224-721018.png,1.0,6.67,6.27,1.0
91319859,010233-713634.png,1.0,7.73,6.63,0.0
91319860,010247-721836.png,0.0,6.99,5.87,1.0
91319861,010321-721345.png,0.0,7.11,6.02,1.0
91319862,010443-721326.png,1.0,6.8,6.28,1.0
91319863,010443-721830.png,0.0,7.54,6.51,0.0
91319864,010451-715320.png,0.0,7.46,6.35,1.0
91319865,010538-715853.png,0.0,7.58,6.27,1.0
91319867,010541-722116.png,1.0,7.48,6.67,0.0
91319868,010542-721732.png,1.0,7.04,6.38,1.0
91319869,010546-721657.png,1.0,7.64,6.05,1.0
91319870,010557-714606.png,0.0,6.74,6.12,1.0
91319872,010658-721416.png,0.0,6.63,6.33,1.0
91319873,010712-721009.png,0.0,6.88,5.99,1.0
91319874,010803-712555.png,0.0,7.63,6.2,1.0
91319875,010838-721857.png,0.0,10.4,9.58,0.0
91319876,010901-713316.png,0.0,7.2,5.78,1.0
91319878,010901-722242.png,0.0,6.66,6.44,1.0
91319879,010921-722038.png,1.0,7.07,6.15,1.0
91319880,010958-722133.png,0.0,7.48,7.06,0.0
91319882,011145-714558.png,0.0,6.82,6.02,1.0
91319883,005702-721012.png,1.0,7.8,5.61,1.0
91319885,005730-723224.png,0.0,6.98,6.04,1.0
91319886,005846-722946.png,1.0,6.35,5.9,1.0
91319888,005944-715532.png,0.0,7.78,6.07,1.0
91319889,010039-722801.png,1.0,6.42,6.02,1.0
91319891,010216-723706.png,0.0,6.58,5.78,1.0
91319892,010231-720259.png,0.0,8.27,6.71,0.0
91319894,010345-722606.png,1.0,8.67,6.56,0.0
91319895,010405-724344.png,0.0,8.72,6.69,0.0
91319897,010445-722204.png,0.0,6.86,6.15,1.0
91319899,010508-714634.png,0.0,10.66,6.2,0.0
91319900,010539-722610.png,0.0,17.27,14.15,0.0
91319902,010614-721810.png,0.0,9.72,6.51,0.0
91319903,010643-714145.png,1.0,10.6,6.26,0.0
91319905,010725-720343.png,1.0,18.26,9.42,0.0
91319906,010728-720711.png,1.0,18.18,13.06,0.0
91319907,010810-715159.png,1.0,10.88,6.41,0.0
91319909,010841-712750.png,0.0,16.95,11.93,0.0
91319910,010923-722209.png,1.0,28.48,23.94,0.0
91319912,010931-713456.png,0.0,20.73,18.61,0.0
91319913,010951-722135.png,0.0,16.2,9.76,0.0
91321152,011736-733217.png,0.0,6.95,6.28,1.0
91321153,011743-733454.png,1.0,6.82,6.3,1.0
91321154,011755-732543.png,0.0,6.71,6.13,1.0
91321155,011822-732015.png,1.0,6.76,6.05,1.0
91321156,011825-731757.png,0.0,8.1,6.86,0.0
91321157,011828-732453.png,0.0,8.91,7.31,0.0
91321159,011842-733528.png,1.0,9.65,6.89,0.0
91321160,011851-733045.png,0.0,7.5,6.43,1.0
91321161,011857-735404.png,1.0,7.18,6.2,1.0
91321162,011859-731214.png,1.0,6.58,6.22,1.0
91321163,011923-732535.png,1.0,6.66,6.21,1.0
91321164,011927-735125.png,0.0,6.67,6.24,1.0
91321165,011929-732527.png,1.0,10.02,7.96,0.0
91321166,011930-732906.png,0.0,6.91,6.27,1.0
91321168,011932-734847.png,0.0,6.7,6.26,1.0
91321169,011937-733039.png,1.0,7.06,5.97,1.0
91321170,011942-733946.png,0.0,6.64,6.12,1.0
91321171,011948-734321.png,0.0,6.46,6.25,1.0
91321172,011949-732102.png,0.0,6.7,6.11,1.0
91321173,011951-733746.png,0.0,7.76,6.5,0.0
91321174,012012-732230.png,1.0,8.38,6.83,0.0
91321176,012014-733431.png,0.0,6.55,6.08,1.0
91321177,012023-732039.png,0.0,8.5,8.1,0.0
91321178,012025-732841.png,1.0,6.88,5.92,1.0
91321179,012028-740212.png,1.0,7.01,6.08,1.0
91321180,012029-734734.png,1.0,7.12,6.13,1.0
91321181,012030-733143.png,0.0,6.73,6.3,1.0
91321182,012030-735814.png,0.0,6.68,6.06,1.0
91321183,012031-730511.png,1.0,6.82,6.54,1.0
91321185,012031-733542.png,0.0,6.77,6.26,1.0
91321186,012031-734129.png,1.0,6.66,6.13,1.0
91321187,012035-732244.png,0.0,6.52,6.13,1.0
91321188,012037-735648.png,0.0,6.58,6.29,1.0
91321190,012038-735522.png,1.0,7.3,6.11,1.0
91321191,012040-733154.png,1.0,6.95,6.49,1.0
91321192,012042-734937.png,1.0,6.67,6.35,1.0
91321193,012048-733514.png,0.0,6.59,6.1,1.0
91321194,012053-735800.png,1.0,7.15,5.94,1.0
91321195,012054-733853.png,0.0,7.01,6.15,1.0
91321196,012055-733025.png,1.0,6.51,5.95,1.0
91321197,012056-731702.png,0.0,7.43,6.21,1.0
91321199,012056-733454.png,0.0,6.2,6.17,1.0
91321200,012056-734731.png,1.0,9.72,6.55,0.0
91321202,012101-733418.png,0.0,6.66,6.11,1.0
91321203,012108-730715.png,0.0,7.5,6.55,0.0
91321205,012108-732741.png,0.0,6.94,6.64,1.0
91321206,012110-731435.png,1.0,6.74,6.13,1.0
91321208,012118-734124.png,0.0,8.45,6.57,0.0
91321209,012118-734513.png,0.0,13.36,11.63,0.0
91321211,012119-731633.png,1.0,9.15,8.43,0.0
91321212,012119-735552.png,1.0,6.66,6.12,1.0
91321214,012121-734013.png,0.0,6.58,6.14,1.0
91321215,012123-732752.png,0.0,6.83,5.99,1.0
91321216,012125-733440.png,1.0,6.71,5.98,1.0
91321218,012127-740448.png,0.0,6.76,5.92,1.0
91321219,012128-732005.png,0.0,6.64,6.33,1.0
91321220,012128-733625.png,1.0,6.7,6.14,1.0
91321221,012130-732335.png,0.0,6.88,5.89,1.0
91321223,012130-732958.png,1.0,6.81,6.7,1.0
91321225,012132-732710.png,0.0,6.63,6.04,1.0
91321226,012133-732604.png,0.0,9.48,6.76,0.0
91321227,012135-735549.png,0.0,9.34,7.7,0.0
91321228,012136-735611.png,1.0,6.43,6.21,1.0
91321230,012137-732159.png,0.0,7.52,6.38,1.0
91321232,012145-731659.png,0.0,6.76,6.1,1.0
91321233,012149-740010.png,0.0,6.66,6.31,1.0
91321234,012151-740000.png,0.0,7.14,7.05,0.0
91321235,012153-740025.png,0.0,7.96,7.72,0.0
91321237,012155-733911.png,1.0,51.39,4.98,0.0
91321238,012157-735106.png,1.0,10.2,8.68,0.0
91321240,012159-731455.png,1.0,13.93,9.85,0.0
91321241,012206-732740.png,0.0,18.73,12.88,0.0
91321242,012206-735602.png,1.0,7.13,6.61,1.0
91321243,012208-731241.png,1.0,6.54,6.34,1.0
91321244,012209-740222.png,1.0,6.55,6.43,1.0
91321246,012210-732147.png,1.0,6.44,6.04,1.0
91321247,012211-730054.png,0.0,15.03,6.53,0.0
91321248,012212-731254.png,0.0,10.19,10.01,0.0
91321249,012213-733054.png,0.0,6.49,5.85,1.0
91321250,012214-730422.png,1.0,6.58,5.89,1.0
91321251,012216-731552.png,1.0,6.66,6.04,1.0
91321252,012216-731824.png,1.0,7.05,6.49,1.0
91321254,012216-732955.png,0.0,6.75,6.08,1.0
91321255,012216-733155.png,1.0,6.71,6.37,1.0
91321257,012217-733646.png,1.0,6.91,6.0,1.0
91321258,012217-734230.png,0.0,6.6,6.06,1.0
91321259,012219-732948.png,0.0,6.51,6.38,1.0
91321260,012219-733019.png,1.0,6.41,6.28,1.0
91321262,012220-730351.png,0.0,6.77,6.11,1.0
91321263,012222-734031.png,1.0,6.85,6.51,1.0
91321264,012223-734114.png,0.0,6.38,6.17,1.0
91321265,012224-731125.png,0.0,6.93,6.05,1.0
91321266,012228-735807.png,0.0,6.56,5.99,1.0
91321267,012229-735335.png,1.0,6.5,6.08,1.0
91321268,012231-732028.png,1.0,6.72,6.18,1.0
91321269,012231-734944.png,1.0,6.8,6.04,1.0
91321270,012232-733040.png,1.0,6.66,6.44,1.0
91321271,012234-731704.png,1.0,7.61,6.55,0.0
91321272,012235-725735.png,1.0,6.63,6.12,1.0
91321274,012235-733814.png,0.0,6.56,5.72,1.0
91321275,012236-731023.png,0.0,7.02,6.77,1.0
91321276,012236-733826.png,0.0,7.13,6.08,1.0
91321278,012236-734705.png,1.0,6.78,6.06,1.0
91321279,012238-731139.png,0.0,7.01,5.65,1.0
91321281,012238-735624.png,1.0,7.82,7.71,0.0
91321283,012239-741011.png,0.0,12.06,9.2,0.0
91321284,012241-732203.png,1.0,7.0,6.3,1.0
91321285,012241-735017.png,1.0,6.72,6.17,1.0
91321287,012242-735230.png,0.0,6.6,5.83,1.0
91321288,012244-733453.png,1.0,6.6,6.06,1.0
91321290,012247-732842.png,0.0,6.6,6.3,1.0
91321291,012247-735544.png,0.0,7.31,6.71,0.0
91321293,012250-740018.png,1.0,6.74,6.18,1.0
91321294,012252-732307.png,0.0,6.63,6.06,1.0
91321295,012252-735538.png,1.0,7.04,6.15,1.0
91321296,012254-731428.png,0.0,7.35,6.08,1.0
91321297,012254-732314.png,0.0,7.17,6.3,1.0
91321298,012254-733342.png,0.0,6.67,6.12,1.0
91321299,012255-732024.png,1.0,6.56,6.23,1.0
91321301,012255-735954.png,0.0,6.68,6.5,1.0
91321302,012258-733243.png,1.0,8.54,7.48,0.0
91321303,012258-735400.png,0.0,6.6,6.07,1.0
91321304,012300-734141.png,0.0,6.83,5.83,1.0
91321305,012300-735347.png,0.0,6.57,6.17,1.0
91321306,012301-732944.png,0.0,6.72,6.33,1.0
91321307,012305-732433.png,1.0,6.69,5.91,1.0
91321308,012305-735705.png,0.0,8.48,6.18,0.0
91321310,012305-740537.png,1.0,7.7,6.82,0.0
91321311,012306-733827.png,1.0,8.33,7.54,0.0
91321312,012309-730257.png,1.0,7.19,5.6,1.0
91321313,012309-733503.png,0.0,6.9,5.98,1.0
91321315,012310-734734.png,1.0,6.62,6.1,1.0
91321316,012311-732845.png,0.0,6.84,6.09,1.0
91321318,012313-731639.png,1.0,6.76,6.17,1.0
91321319,012314-734757.png,0.0,6.87,6.18,1.0
91321321,012316-740354.png,0.0,6.83,6.23,1.0
91321322,012319-734745.png,0.0,6.91,6.43,1.0
91321324,012320-733653.png,0.0,7.12,6.45,1.0
91321325,012321-725755.png,1.0,7.2,6.31,1.0
91321327,012321-734527.png,0.0,6.93,6.04,1.0
91321328,012323-732821.png,0.0,8.18,6.97,0.0
91321329,012323-733258.png,0.0,7.4,6.86,0.0
91321331,012323-733640.png,0.0,6.77,6.23,1.0
91321333,012323-734111.png,1.0,6.67,6.24,1.0
91321334,012323-735607.png,0.0,6.45,6.16,1.0
91321336,012324-740244.png,0.0,6.64,6.03,1.0
91321337,012325-733405.png,0.0,7.4,6.32,1.0
91321338,012326-733219.png,0.0,6.9,6.08,1.0
91321340,012327-731351.png,1.0,6.69,5.86,1.0
91321341,012329-740056.png,0.0,6.68,6.13,1.0
91321343,012332-733135.png,0.0,6.92,6.83,1.0
91321344,012332-734602.png,0.0,6.42,5.84,1.0
91321346,012333-732827.png,1.0,6.49,6.08,1.0
91321347,012333-733839.png,0.0,6.94,5.94,1.0
91321349,012337-733057.png,1.0,6.48,6.08,1.0
91321350,012337-733829.png,1.0,6.76,6.16,1.0
91321351,012337-734354.png,0.0,6.56,6.09,1.0
91321353,012340-731705.png,0.0,8.01,6.79,0.0
91321354,012340-732700.png,0.0,8.65,8.35,0.0
91321355,012341-730623.png,1.0,6.81,6.48,1.0
91321356,012341-732230.png,0.0,15.97,6.52,0.0
91321358,012342-730553.png,1.0,8.7,5.78,0.0
91321359,012348-735034.png,0.0,7.32,6.33,1.0
91321361,012349-732307.png,0.0,6.82,6.0,1.0
91321362,012350-735043.png,0.0,6.54,6.22,1.0
91321363,012351-740009.png,0.0,7.32,6.46,1.0
91321364,012352-733856.png,0.0,6.47,6.15,1.0
91321365,012354-725612.png,0.0,6.75,6.19,1.0
91321367,012355-733745.png,1.0,6.56,6.11,1.0
91321368,012356-740954.png,1.0,6.79,5.98,1.0
91321370,012357-735743.png,1.0,6.63,6.1,1.0
91321371,012400-733347.png,1.0,6.78,5.82,1.0
91321372,012402-740502.png,1.0,6.91,6.47,1.0
91321374,012403-740617.png,1.0,6.97,6.14,1.0
91321375,012407-732442.png,0.0,6.67,6.19,1.0
91321377,012408-730905.png,0.0,7.03,6.22,1.0
91321378,012408-733747.png,1.0,6.86,6.17,1.0
91321379,012409-725815.png,1.0,6.85,6.34,1.0
91321380,012411-740233.png,1.0,6.87,6.34,1.0
91321382,012411-741017.png,1.0,6.67,6.13,1.0
91321383,012414-733259.png,1.0,7.22,6.84,0.0
91321385,012415-732701.png,1.0,6.51,6.05,1.0
91321386,012415-733058.png,0.0,6.66,5.86,1.0
91321387,012415-734120.png,0.0,6.54,6.08,1.0
91321388,012416-725413.png,1.0,7.16,6.08,1.0
91321389,012416-734102.png,0.0,6.82,6.23,1.0
91321391,012424-740418.png,1.0,6.69,6.24,1.0
91321392,012426-731846.png,0.0,8.81,6.74,0.0
91321393,012428-732958.png,1.0,7.16,6.24,1.0
91321394,012430-734618.png,1.0,7.56,6.81,0.0
91321396,012434-735144.png,0.0,6.62,6.2,1.0
91321397,012436-740645.png,1.0,6.99,5.99,1.0
91321398,012437-733504.png,0.0,7.8,5.93,1.0
91321400,012437-734447.png,1.0,6.97,6.11,1.0
91321401,012437-740336.png,1.0,7.0,6.48,1.0
91321403,012438-734158.png,0.0,6.86,6.08,1.0
91321404,012439-732336.png,1.0,6.62,6.02,1.0
91321406,012441-725908.png,1.0,6.5,6.0,1.0
91321407,012441-740210.png,1.0,7.04,6.2,1.0
91321409,012443-732937.png,1.0,7.04,6.19,1.0
91321410,012444-735324.png,0.0,6.57,6.19,1.0
91321412,012444-741034.png,1.0,7.51,7.04,0.0
91321414,012445-740248.png,0.0,6.62,6.03,1.0
91321415,012448-734214.png,0.0,7.11,6.11,1.0
91321417,012448-734949.png,0.0,7.31,6.82,0.0
91321418,012449-741323.png,1.0,8.74,8.6,0.0
91321420,012452-734549.png,0.0,7.07,6.17,1.0
91321421,012456-730518.png,0.0,6.63,6.48,1.0
91321423,012457-733118.png,1.0,7.39,6.73,0.0
91321424,012458-741118.png,0.0,6.53,6.45,1.0
91321426,012459-733707.png,0.0,6.76,6.11,1.0
91321428,012500-733538.png,1.0,6.78,6.17,1.0
91321429,012502-732016.png,1.0,6.46,6.15,1.0
91321430,012502-734022.png,0.0,6.97,6.62,1.0
91321432,012503-740405.png,1.0,8.87,7.8,0.0
91321433,012504-725405.png,0.0,6.55,6.1,1.0
91321435,012506-741229.png,1.0,6.8,6.16,1.0
91321436,012507-733254.png,0.0,6.81,6.12,1.0
91321438,012509-732749.png,1.0,6.77,6.0,1.0
91321439,012509-734442.png,1.0,7.05,6.19,1.0
91321441,012510-725555.png,1.0,6.62,6.05,1.0
91321442,012510-732658.png,0.0,7.81,6.81,0.0
91321444,012510-733049.png,0.0,7.11,6.14,1.0
91321445,012514-725908.png,1.0,7.46,6.38,1.0
91321446,012517-731643.png,0.0,7.6,6.99,0.0
91321448,012518-725643.png,1.0,7.45,6.87,0.0
91321449,012518-731631.png,0.0,6.77,6.04,1.0
91321451,012519-733954.png,1.0,7.7,6.62,0.0
91321452,012519-734822.png,0.0,6.79,6.11,1.0
91321454,012520-734919.png,1.0,6.93,6.12,1.0
91321455,012522-730523.png,1.0,6.74,6.23,1.0
91321457,012522-733331.png,1.0,6.41,6.26,1.0
91321458,012525-735329.png,1.0,6.57,6.11,1.0
91321459,012526-740124.png,0.0,6.88,6.57,1.0
91321460,012527-733200.png,0.0,7.46,7.08,0.0
91321461,012528-734057.png,1.0,6.48,5.99,1.0
91321463,012531-732939.png,0.0,7.93,6.86,0.0
91321464,012533-732917.png,0.0,6.94,6.38,1.0
91321466,012533-735643.png,0.0,6.75,6.07,1.0
91321467,012534-733146.png,0.0,6.72,6.01,1.0
91321470,012536-735632.png,0.0,6.47,6.12,1.0
91321471,012537-725339.png,1.0,6.84,6.2,1.0
91321472,012539-732949.png,0.0,6.69,6.06,1.0
91321474,012540-734644.png,0.0,6.7,6.29,1.0
91321475,012541-732951.png,0.0,6.69,6.05,1.0
91321477,012542-733111.png,0.0,9.14,7.83,0.0
91321478,012542-734353.png,0.0,11.59,7.22,0.0
91321479,012544-725646.png,0.0,6.61,6.44,1.0
91321481,012544-725818.png,1.0,6.92,6.12,1.0
91321482,012544-740608.png,0.0,6.84,6.25,1.0
91321483,012546-725108.png,0.0,6.73,5.88,1.0
91321484,012546-731612.png,0.0,6.66,6.07,1.0
91321486,012546-734314.png,0.0,6.81,5.92,1.0
91321487,012546-735421.png,1.0,6.56,6.15,1.0
91321488,012547-725637.png,0.0,6.64,6.05,1.0
91321490,012547-731601.png,0.0,8.4,6.07,0.0
91321491,012549-732601.png,1.0,6.74,5.95,1.0
91321492,012549-740007.png,0.0,7.17,6.7,1.0
91321493,012550-731319.png,1.0,7.76,7.31,0.0
91321494,012550-732717.png,1.0,6.5,6.07,1.0
91321495,012552-725304.png,1.0,6.95,6.16,1.0
91321496,012552-730407.png,0.0,6.66,5.97,1.0
91321497,012553-733955.png,0.0,7.16,6.14,1.0
91321498,012553-734440.png,1.0,6.39,6.13,1.0
91321500,012553-740013.png,0.0,6.66,5.79,1.0
91321501,012555-730041.png,1.0,6.45,6.1,1.0
91321502,012555-730541.png,1.0,6.9,6.35,1.0
91321503,012556-735700.png,0.0,8.4,7.0,0.0
91321504,012557-735849.png,1.0,11.92,8.43,0.0
91321505,012559-735421.png,0.0,7.01,6.6,1.0
