,subject_id,data.the-radio-source-is-showing-extended-morphology,data.yes-there-seem-to-be-associated-regions-close-to-the-central-source,data.no-nearby-marked-regions-seem-associated-with-the-central-source,flag_optical_counterpart,flag_rad_extended,flag_rad_point,classifications_count,LCurl
29,91319316,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/199089ee-da75-4129-8208-5befbe82d75a.png
30,91319326,5.0,1.0,4.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/d44fa38a-765f-4d73-bf91-e56e4593ab47.png
31,91319353,6.0,0.0,6.0,0.0,1.0,0.0,6,https://panoptes-uploads.zooniverse.org/subject_location/14e4ddf8-aaef-4389-bca4-9cef8f1e4ee1.png
32,91319385,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/bd2bc108-f1d7-4db6-bb7f-94e3ca48534e.png
33,91319401,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/710d0103-74db-47cd-aed1-f740c9c2d805.png
34,91319405,5.0,1.0,4.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/cbc56c48-e77f-4c08-929e-06342d50b6a0.png
35,91319410,5.0,0.0,5.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/ff8da3b4-a929-4453-950a-9e17236a8ab5.png
36,91319445,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/f0016358-56f4-4b32-afc2-321a3bda27a0.png
37,91319477,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/e19a68cf-e237-42d7-8077-b5be8602da47.png
38,91319489,5.0,1.0,4.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/4bb4f052-b8bb-45e1-9e14-9b4f23e69538.png
39,91319492,5.0,0.0,5.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/8fb7beef-b17f-4c80-ac27-e8c26b7c5ddc.png
40,91319504,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/7dbb684b-b1c4-4bce-ae0f-c690c752f66b.png
41,91319519,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/921fa6e7-2cf8-4c12-a90c-d5da3436217f.png
42,91319553,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/bb51a84e-0aeb-4a93-9f91-0dc6d0b97d6b.png
43,91319572,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/e3391554-1082-4b4d-aefa-5e69e23152f2.png
44,91319582,5.0,1.0,4.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/bb7f3141-ab3f-4f88-8a6d-b647d59bf448.png
45,91319598,5.0,1.0,4.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/1126ba62-d9f4-450b-b37b-51e3de049211.png
46,91319605,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/cca8f9c5-a0f8-49b6-a7eb-3f6acbb9c6cc.png
47,91319608,5.0,0.0,5.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/c3320062-aea0-43ab-91a2-f12a3bba58ce.png
48,91319611,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/26ec4624-3f65-40b2-b904-8613d607e299.png
49,91319624,5.0,1.0,4.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/a7e54589-f3d6-483c-9b21-09b42238fdc0.png
50,91319655,5.0,1.0,4.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/9555df9f-2492-43d3-b77e-1d3ad4f51f81.png
51,91319672,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/0ade506f-365b-49f9-af5b-3fe78b70e62f.png
52,91319680,6.0,1.0,5.0,1.0,1.0,0.0,6,https://panoptes-uploads.zooniverse.org/subject_location/6bfcc86e-5cca-4e25-9087-7de588de03ea.png
53,91319682,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/9ef097f7-24c9-462f-96fc-d405df5f8edc.png
54,91319698,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/385583eb-0996-4e15-909c-666e7802bc88.png
55,91319712,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/b789361f-1259-408c-a65b-565731fe4a9f.png
56,91319713,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/acf681c7-31bd-4242-af89-e81adb412781.png
57,91319745,5.0,0.0,5.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/6ea08968-a085-4706-bfa9-6b5e636e39d3.png
58,91319795,5.0,0.0,5.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/eff8f66c-a6c0-4ff9-8621-6c2aba9c4473.png
59,91319810,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/d9bf31ba-7b76-406e-a665-2aecebabe543.png
60,91319817,5.0,1.0,4.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/0335fdc6-6f94-4c0b-9e7f-32ad77b29c0d.png
61,91319824,5.0,1.0,4.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/f1770230-d7a8-41ff-9bfe-95c1a2edcfce.png
62,91319830,5.0,0.0,5.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/923146f6-151e-4f54-ac52-da3aebb0a212.png
63,91319860,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/a244d9a6-fb6a-4878-a02c-4dcf06c8b325.png
64,91319865,6.0,0.0,6.0,1.0,1.0,0.0,6,https://panoptes-uploads.zooniverse.org/subject_location/2cb0c403-0de2-4ed4-aeb9-6ea49d392413.png
65,91319873,5.0,1.0,4.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/4af16dcf-87f5-4818-b983-e2869919e0e5.png
66,91319909,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/6024d1c0-890a-48d2-a7a2-a685b6a4bf26.png
67,91321154,5.0,0.0,5.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/659e4a43-e446-4854-944b-0b8f6d1e307e.png
68,91321156,5.0,0.0,5.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/367c51dc-f477-424c-a68f-be23ecd63748.png
