classification_id,workflow_id,task,created_at,subject_id,extractor,data.aggregation_version,data.frame0.T4_tool0_x,data.frame0.T4_tool0_y
491776880,24257,T4,2023-05-24 11:19:49 UTC,89072767,point_extractor_by_frame,4.1.0,,
491776990,24257,T4,2023-05-24 11:21:15 UTC,89072797,point_extractor_by_frame,4.1.0,"[188.75, 277.75, 292.75]","[357.9666748046875, 235.9666748046875, 192.9666748046875]"
491777034,24257,T4,2023-05-24 11:21:57 UTC,89072718,point_extractor_by_frame,4.1.0,"[302.75, 483.75]","[404.9666748046875, 223.9666748046875]"
491777059,24257,T4,2023-05-24 11:22:12 UTC,89072773,point_extractor_by_frame,4.1.0,,
491777146,24257,T4,2023-05-24 11:22:52 UTC,89072771,point_extractor_by_frame,4.1.0,"[172.75, 305.75, 442.75]","[184.9666748046875, 353.9666748046875, 538.9666748046875]"
491777186,24257,T4,2023-05-24 11:23:20 UTC,89072711,point_extractor_by_frame,4.1.0,[179.75],[68.96666717529297]
491997880,24257,T4,2023-05-25 10:51:48 UTC,89072799,point_extractor_by_frame,4.1.0,"[285.2425537109375, 589.2012329101562, 101.09242248535156, 681.2763061523438]","[291.0163879394531, 135.7090301513672, 368.6700439453125, 481.8225402832031]"
491997946,24257,T4,2023-05-25 10:52:13 UTC,89072713,point_extractor_by_frame,4.1.0,,
491998061,24257,T4,2023-05-25 10:53:12 UTC,89072783,point_extractor_by_frame,4.1.0,"[594.7479248046875, 655.761474609375]","[417.4809265136719, 299.8910827636719]"
491998123,24257,T4,2023-05-25 10:53:45 UTC,89072781,point_extractor_by_frame,4.1.0,[186.51145935058594],[393.07550048828125]
491998249,24257,T4,2023-05-25 10:54:43 UTC,89072709,point_extractor_by_frame,4.1.0,,
491998368,24257,T4,2023-05-25 10:55:30 UTC,89072795,point_extractor_by_frame,4.1.0,,
491998576,24257,T4,2023-05-25 10:56:52 UTC,89072762,point_extractor_by_frame,4.1.0,[621.3720092773438],[149.02108764648438]
491998665,24257,T4,2023-05-25 10:57:38 UTC,89072801,point_extractor_by_frame,4.1.0,"[580.3265380859375, 398.3950500488281]","[150.13043212890625, 227.7841033935547]"
491998747,24257,T4,2023-05-25 10:58:06 UTC,89072747,point_extractor_by_frame,4.1.0,[712.3377685546875],[90.2261734008789]
491998868,24257,T4,2023-05-25 10:58:49 UTC,89072708,point_extractor_by_frame,4.1.0,[30.094778060913086],[379.763427734375]
491999005,24257,T4,2023-05-25 10:59:39 UTC,89072728,point_extractor_by_frame,4.1.0,"[165.4340362548828, 52.28153991699219, 231.99432373046875]","[11.46316146850586, 532.8521118164062, 414.1529235839844]"
491999071,24257,T4,2023-05-25 11:00:07 UTC,89072706,point_extractor_by_frame,4.1.0,[10.126690864562988],[185.62925720214844]
491999183,24257,T4,2023-05-25 11:00:46 UTC,89072720,point_extractor_by_frame,4.1.0,"[629.1373901367188, 713.4470825195312]","[203.378662109375, 465.1824645996094]"
492010521,24257,T4,2023-05-25 12:25:15 UTC,89072765,point_extractor_by_frame,4.1.0,[582.75],[290.566650390625]
499614113,24257,T4,2023-07-05 12:32:04 UTC,89072734,point_extractor_by_frame,4.1.0,,
499614158,24257,T4,2023-07-05 12:32:43 UTC,89072750,point_extractor_by_frame,4.1.0,"[235.3223419189453, 712.3377685546875]","[55.83668899536133, 610.5057983398438]"
499614240,24257,T4,2023-07-05 12:34:31 UTC,89072778,point_extractor_by_frame,4.1.0,"[554.8117065429688, 555.9210815429688]","[690.3781127929688, 515.1026611328125]"
499614242,24257,T4,2023-07-05 12:34:34 UTC,89072716,point_extractor_by_frame,4.1.0,,
502100155,24257,T4,2023-07-20 07:55:21 UTC,89072746,point_extractor_by_frame,4.1.0,,
502100208,24257,T4,2023-07-20 07:56:21 UTC,89072755,point_extractor_by_frame,4.1.0,"[464.75, 37.75]","[316.9666748046875, 132.9666748046875]"
502100243,24257,T4,2023-07-20 07:56:57 UTC,89072766,point_extractor_by_frame,4.1.0,,
502100333,24257,T4,2023-07-20 07:58:12 UTC,89072789,point_extractor_by_frame,4.1.0,,
502100400,24257,T4,2023-07-20 07:59:22 UTC,89072759,point_extractor_by_frame,4.1.0,"[308.75, 265.75]","[663.9666748046875, 442.9666748046875]"
502100443,24257,T4,2023-07-20 08:00:20 UTC,89072700,point_extractor_by_frame,4.1.0,[81.75],[155.9666748046875]
502100534,24257,T4,2023-07-20 08:02:01 UTC,89072756,point_extractor_by_frame,4.1.0,[38.75],[278.9666748046875]
502100561,24257,T4,2023-07-20 08:02:26 UTC,89072722,point_extractor_by_frame,4.1.0,,
502100591,24257,T4,2023-07-20 08:03:01 UTC,89072761,point_extractor_by_frame,4.1.0,,
502100846,24257,T4,2023-07-20 08:07:55 UTC,89072715,point_extractor_by_frame,4.1.0,[83.75],[129.9666748046875]
502101218,24257,T4,2023-07-20 08:14:02 UTC,89072739,point_extractor_by_frame,4.1.0,,
502101299,24257,T4,2023-07-20 08:15:05 UTC,89072780,point_extractor_by_frame,4.1.0,[424.75],[212.9666748046875]
502101373,24257,T4,2023-07-20 08:15:52 UTC,89072782,point_extractor_by_frame,4.1.0,[183.75],[415.9666748046875]
502101503,24257,T4,2023-07-20 08:16:59 UTC,89072719,point_extractor_by_frame,4.1.0,,
502101695,24257,T4,2023-07-20 08:18:33 UTC,89072768,point_extractor_by_frame,4.1.0,,
502101812,24257,T4,2023-07-20 08:19:21 UTC,89072775,point_extractor_by_frame,4.1.0,[348.75],[21.96666717529297]
502101926,24257,T4,2023-07-20 08:20:11 UTC,89072701,point_extractor_by_frame,4.1.0,,
502129088,24257,T4,2023-07-20 12:55:35 UTC,89072714,point_extractor_by_frame,4.1.0,,
502129139,24257,T4,2023-07-20 12:55:55 UTC,89072710,point_extractor_by_frame,4.1.0,,
502129670,24257,T4,2023-07-20 13:00:25 UTC,89072791,point_extractor_by_frame,4.1.0,,
502129671,24257,T4,2023-07-20 13:00:25 UTC,89072754,point_extractor_by_frame,4.1.0,"[387.75, 366.75, 344.75]","[322.9666748046875, 363.9666748046875, 349.9666748046875]"
502129685,24257,T4,2023-07-20 13:00:35 UTC,89072712,point_extractor_by_frame,4.1.0,,
502129709,24257,T4,2023-07-20 13:00:47 UTC,89072758,point_extractor_by_frame,4.1.0,,
502129739,24257,T4,2023-07-20 13:01:07 UTC,89072793,point_extractor_by_frame,4.1.0,,
502129761,24257,T4,2023-07-20 13:01:19 UTC,89072774,point_extractor_by_frame,4.1.0,,
502129786,24257,T4,2023-07-20 13:01:29 UTC,89072744,point_extractor_by_frame,4.1.0,,
502129831,24257,T4,2023-07-20 13:01:57 UTC,89072740,point_extractor_by_frame,4.1.0,"[365.75, 394.75]","[359.9666748046875, 401.9666748046875]"
502130578,24257,T4,2023-07-20 13:08:55 UTC,89072800,point_extractor_by_frame,4.1.0,"[365.75, 375.75]","[364.9666748046875, 421.9666748046875]"
502130626,24257,T4,2023-07-20 13:09:11 UTC,89072726,point_extractor_by_frame,4.1.0,,
502130681,24257,T4,2023-07-20 13:09:30 UTC,89072717,point_extractor_by_frame,4.1.0,,
502130903,24257,T4,2023-07-20 13:10:27 UTC,89072704,point_extractor_by_frame,4.1.0,,
502130933,24257,T4,2023-07-20 13:10:35 UTC,89072764,point_extractor_by_frame,4.1.0,,
502131020,24257,T4,2023-07-20 13:10:59 UTC,89072748,point_extractor_by_frame,4.1.0,,
502131270,24257,T4,2023-07-20 13:12:19 UTC,89072779,point_extractor_by_frame,4.1.0,,
502131462,24257,T4,2023-07-20 13:13:15 UTC,89072738,point_extractor_by_frame,4.1.0,"[364.75, 385.75]","[360.9666748046875, 301.9666748046875]"
502131550,24257,T4,2023-07-20 13:13:39 UTC,89072785,point_extractor_by_frame,4.1.0,,
502131586,24257,T4,2023-07-20 13:13:53 UTC,89072763,point_extractor_by_frame,4.1.0,,
502131635,24257,T4,2023-07-20 13:14:07 UTC,89072743,point_extractor_by_frame,4.1.0,,
502131749,24257,T4,2023-07-20 13:14:41 UTC,89072730,point_extractor_by_frame,4.1.0,,
502131825,24257,T4,2023-07-20 13:15:06 UTC,89072776,point_extractor_by_frame,4.1.0,"[364.75, 387.75]","[364.9666748046875, 383.9666748046875]"
502131992,24257,T4,2023-07-20 13:15:57 UTC,89072741,point_extractor_by_frame,4.1.0,"[364.75, 318.75]","[361.9666748046875, 442.9666748046875]"
502132044,24257,T4,2023-07-20 13:16:14 UTC,89072757,point_extractor_by_frame,4.1.0,"[363.75, 317.75]","[364.9666748046875, 380.9666748046875]"
502132112,24257,T4,2023-07-20 13:16:42 UTC,89072745,point_extractor_by_frame,4.1.0,,
502132181,24257,T4,2023-07-20 13:17:01 UTC,89072777,point_extractor_by_frame,4.1.0,,
502132236,24257,T4,2023-07-20 13:17:18 UTC,89072729,point_extractor_by_frame,4.1.0,,
502132325,24257,T4,2023-07-20 13:17:45 UTC,89072736,point_extractor_by_frame,4.1.0,"[360.75, 391.75, 343.75, 429.75]","[362.9666748046875, 391.9666748046875, 444.9666748046875, 315.9666748046875]"
502277502,24257,T4,2023-07-21 06:38:12 UTC,89072737,point_extractor_by_frame,4.1.0,,
503328390,24257,T4,2023-07-27 13:59:45 UTC,89072705,point_extractor_by_frame,4.1.0,"[361.7868957519531, 368.44293212890625]","[311.4281921386719, 364.8982849121094]"
503328458,24257,T4,2023-07-27 14:00:10 UTC,89072784,point_extractor_by_frame,4.1.0,,
504449394,24257,T4,2023-08-03 08:10:08 UTC,89072747,point_extractor_by_frame,4.1.0,,
504449592,24257,T4,2023-08-03 08:12:26 UTC,89072778,point_extractor_by_frame,4.1.0,,
504449633,24257,T4,2023-08-03 08:13:05 UTC,89072796,point_extractor_by_frame,4.1.0,,
504449702,24257,T4,2023-08-03 08:13:58 UTC,89072710,point_extractor_by_frame,4.1.0,,
507249785,24257,T4,2023-08-21 08:10:42 UTC,91371995,point_extractor_by_frame,4.1.0,,
507249802,24257,T4,2023-08-21 08:11:02 UTC,91372032,point_extractor_by_frame,4.1.0,,
507249820,24257,T4,2023-08-21 08:11:25 UTC,91371979,point_extractor_by_frame,4.1.0,,
507249847,24257,T4,2023-08-21 08:12:02 UTC,91372048,point_extractor_by_frame,4.1.0,,
507257600,24257,T4,2023-08-21 10:05:16 UTC,91371989,point_extractor_by_frame,4.1.0,"[367.3335876464844, 359.5682067871094]","[361.3484191894531, 440.3332824707031]"
507429236,24257,T4,2023-08-22 07:34:38 UTC,91371959,point_extractor_by_frame,4.1.0,,
510462244,24257,T4,2023-09-11 15:05:31 UTC,91371953,point_extractor_by_frame,4.1.0,,
510462708,24257,T4,2023-09-11 15:08:42 UTC,91372003,point_extractor_by_frame,4.1.0,,
510462738,24257,T4,2023-09-11 15:08:55 UTC,91371992,point_extractor_by_frame,4.1.0,,
510462753,24257,T4,2023-09-11 15:09:00 UTC,91372047,point_extractor_by_frame,4.1.0,,
510462769,24257,T4,2023-09-11 15:09:07 UTC,91372015,point_extractor_by_frame,4.1.0,,
510462795,24257,T4,2023-09-11 15:09:17 UTC,91372040,point_extractor_by_frame,4.1.0,,
510463722,24257,T4,2023-09-11 15:15:24 UTC,91372011,point_extractor_by_frame,4.1.0,,
510463739,24257,T4,2023-09-11 15:15:33 UTC,91372030,point_extractor_by_frame,4.1.0,,
510463824,24257,T4,2023-09-11 15:16:13 UTC,91372024,point_extractor_by_frame,4.1.0,,
510584417,24257,T4,2023-09-12 06:31:46 UTC,91371962,point_extractor_by_frame,4.1.0,,
510584498,24257,T4,2023-09-12 06:33:03 UTC,91371973,point_extractor_by_frame,4.1.0,"[422.75, 366.75, 306.75]","[392.9666748046875, 362.9666748046875, 336.9666748046875]"
510584563,24257,T4,2023-09-12 06:34:07 UTC,91372039,point_extractor_by_frame,4.1.0,,
512936277,24257,T4,2023-09-26 07:58:31 UTC,91321802,point_extractor_by_frame,4.1.0,,
539017532,24257,T4,2024-02-01 11:56:15 UTC,91321532,point_extractor_by_frame,4.1.0,,
539017762,24257,T4,2024-02-01 11:57:15 UTC,91319236,point_extractor_by_frame,4.1.0,,
539027175,24257,T4,2024-02-01 12:57:28 UTC,91321901,point_extractor_by_frame,4.1.0,"[361.7868957519531, 393.95770263671875]","[365.342041015625, 399.73150634765625]"
539027221,24257,T4,2024-02-01 12:57:43 UTC,91321956,point_extractor_by_frame,4.1.0,,
539027303,24257,T4,2024-02-01 12:58:11 UTC,91321501,point_extractor_by_frame,4.1.0,,
539027396,24257,T4,2024-02-01 12:58:48 UTC,91321283,point_extractor_by_frame,4.1.0,,
539027421,24257,T4,2024-02-01 12:59:00 UTC,91322055,point_extractor_by_frame,4.1.0,,
539027500,24257,T4,2024-02-01 12:59:30 UTC,91319349,point_extractor_by_frame,4.1.0,,
539029564,24257,T4,2024-02-01 13:12:51 UTC,91319343,point_extractor_by_frame,4.1.0,,
539029959,24257,T4,2024-02-01 13:14:39 UTC,91321932,point_extractor_by_frame,4.1.0,,
539030178,24257,T4,2024-02-01 13:15:39 UTC,91319912,point_extractor_by_frame,4.1.0,"[364.00555419921875, 308.5386657714844]","[361.7921447753906, 253.07701110839844]"
539030470,24257,T4,2024-02-01 13:16:49 UTC,91319720,point_extractor_by_frame,4.1.0,,
539030699,24257,T4,2024-02-01 13:17:40 UTC,91321254,point_extractor_by_frame,4.1.0,"[366.2242431640625, 321.8507080078125, 415.0351257324219]","[365.342041015625, 345.3739318847656, 332.0618896484375]"
539030769,24257,T4,2024-02-01 13:17:56 UTC,91319314,point_extractor_by_frame,4.1.0,,
539031406,24257,T4,2024-02-01 13:20:51 UTC,91319412,point_extractor_by_frame,4.1.0,,
539031606,24257,T4,2024-02-01 13:21:57 UTC,91321609,point_extractor_by_frame,4.1.0,"[365.1148986816406, 406.1604309082031]","[361.5702819824219, 380.65087890625]"
539031714,24257,T4,2024-02-01 13:22:28 UTC,91319519,point_extractor_by_frame,4.1.0,,
539032534,24257,T4,2024-02-01 13:26:04 UTC,91319641,point_extractor_by_frame,4.1.0,"[360.67755126953125, 387.3016662597656, 286.3518981933594]","[363.7889709472656, 409.49371337890625, 328.51202392578125]"
539032668,24257,T4,2024-02-01 13:26:36 UTC,91319553,point_extractor_by_frame,4.1.0,,
539032733,24257,T4,2024-02-01 13:26:50 UTC,91321471,point_extractor_by_frame,4.1.0,,
539032809,24257,T4,2024-02-01 13:27:08 UTC,91321789,point_extractor_by_frame,4.1.0,,
539032871,24257,T4,2024-02-01 13:27:21 UTC,91319374,point_extractor_by_frame,4.1.0,,
539033074,24257,T4,2024-02-01 13:28:12 UTC,91321575,point_extractor_by_frame,4.1.0,,
539033633,24257,T4,2024-02-01 13:29:57 UTC,91321585,point_extractor_by_frame,4.1.0,,
539033634,24257,T4,2024-02-01 13:29:57 UTC,91319829,point_extractor_by_frame,4.1.0,,
539033794,24257,T4,2024-02-01 13:30:31 UTC,91322005,point_extractor_by_frame,4.1.0,,
539033959,24257,T4,2024-02-01 13:30:54 UTC,91319798,point_extractor_by_frame,4.1.0,,
539034121,24257,T4,2024-02-01 13:31:22 UTC,91321430,point_extractor_by_frame,4.1.0,,
539034249,24257,T4,2024-02-01 13:31:45 UTC,91319793,point_extractor_by_frame,4.1.0,,
539034327,24257,T4,2024-02-01 13:32:03 UTC,91321691,point_extractor_by_frame,4.1.0,,
539034555,24257,T4,2024-02-01 13:32:38 UTC,91321230,point_extractor_by_frame,4.1.0,"[367.3335876464844, 330.7254333496094]","[367.3388366699219, 392.8536071777344]"
539034778,24257,T4,2024-02-01 13:33:55 UTC,91322001,point_extractor_by_frame,4.1.0,"[271.93048095703125, 364.00555419921875]","[316.30926513671875, 365.1201171875]"
539034910,24257,T4,2024-02-01 13:34:21 UTC,91319068,point_extractor_by_frame,4.1.0,,
539035031,24257,T4,2024-02-01 13:35:00 UTC,91319440,point_extractor_by_frame,4.1.0,"[366.2242431640625, 354.0215148925781, 328.5067443847656]","[364.0108337402344, 396.181640625, 409.4936828613281]"
539035099,24257,T4,2024-02-01 13:35:19 UTC,91321614,point_extractor_by_frame,4.1.0,,
539035157,24257,T4,2024-02-01 13:35:34 UTC,91321599,point_extractor_by_frame,4.1.0,,
539035262,24257,T4,2024-02-01 13:35:59 UTC,91319590,point_extractor_by_frame,4.1.0,,
539035284,24257,T4,2024-02-01 13:36:06 UTC,91321942,point_extractor_by_frame,4.1.0,,
539035545,24257,T4,2024-02-01 13:37:18 UTC,91321603,point_extractor_by_frame,4.1.0,"[362.896240234375, 381.7549743652344]","[361.7921447753906, 401.72833251953125]"
539035630,24257,T4,2024-02-01 13:37:41 UTC,91321557,point_extractor_by_frame,4.1.0,,
539035799,24257,T4,2024-02-01 13:38:44 UTC,91319023,point_extractor_by_frame,4.1.0,"[362.896240234375, 383.9736633300781]","[366.2294921875, 293.01318359375]"
539035851,24257,T4,2024-02-01 13:39:06 UTC,91322009,point_extractor_by_frame,4.1.0,,
539035897,24257,T4,2024-02-01 13:39:28 UTC,91319173,point_extractor_by_frame,4.1.0,,
539036349,24257,T4,2024-02-01 13:41:19 UTC,91319848,point_extractor_by_frame,4.1.0,"[366.2242431640625, 417.2537841796875, 334.0534362792969]","[366.2294921875, 356.2454528808594, 307.4345703125]"
539036616,24257,T4,2024-02-01 13:42:48 UTC,91319088,point_extractor_by_frame,4.1.0,,
539036709,24257,T4,2024-02-01 13:43:15 UTC,91319879,point_extractor_by_frame,4.1.0,,
539036808,24257,T4,2024-02-01 13:43:44 UTC,91321319,point_extractor_by_frame,4.1.0,,
539036873,24257,T4,2024-02-01 13:44:09 UTC,91319551,point_extractor_by_frame,4.1.0,,
539036963,24257,T4,2024-02-01 13:44:46 UTC,91319305,point_extractor_by_frame,4.1.0,,
539037679,24257,T4,2024-02-01 13:48:24 UTC,91319529,point_extractor_by_frame,4.1.0,"[361.7868957519531, 397.28570556640625, 298.55462646484375, 265.27447509765625]","[369.1138000488281, 318.30609130859375, 429.4617919921875, 469.39794921875]"
539038014,24257,T4,2024-02-01 13:49:51 UTC,91319238,point_extractor_by_frame,4.1.0,,
539038268,24257,T4,2024-02-01 13:50:47 UTC,91319112,point_extractor_by_frame,4.1.0,"[362.896240234375, 330.7254333496094, 157.66867065429688]","[364.6764221191406, 413.70916748046875, 345.1520690917969]"
539038328,24257,T4,2024-02-01 13:51:08 UTC,91319448,point_extractor_by_frame,4.1.0,,
539038429,24257,T4,2024-02-01 13:51:28 UTC,91319140,point_extractor_by_frame,4.1.0,,
539038490,24257,T4,2024-02-01 13:51:45 UTC,91319083,point_extractor_by_frame,4.1.0,,
539038512,24257,T4,2024-02-01 13:51:50 UTC,91322022,point_extractor_by_frame,4.1.0,,
539038710,24257,T4,2024-02-01 13:52:40 UTC,91319043,point_extractor_by_frame,4.1.0,"[405.05108642578125, 441.65924072265625, 361.7868957519531]","[378.8759460449219, 393.29736328125, 361.1265563964844]"
539038800,24257,T4,2024-02-01 13:53:07 UTC,91319334,point_extractor_by_frame,4.1.0,,
539038920,24257,T4,2024-02-01 13:53:50 UTC,91321537,point_extractor_by_frame,4.1.0,,
539039005,24257,T4,2024-02-01 13:54:21 UTC,91319493,point_extractor_by_frame,4.1.0,,
539039085,24257,T4,2024-02-01 13:54:51 UTC,91321409,point_extractor_by_frame,4.1.0,,
539039160,24257,T4,2024-02-01 13:55:26 UTC,91319651,point_extractor_by_frame,4.1.0,"[361.7868957519531, 307.4293212890625, 450.533935546875, 486.03277587890625]","[363.5671081542969, 350.4768981933594, 330.7306823730469, 348.4801025390625]"
539039268,24257,T4,2024-02-01 13:55:58 UTC,91321341,point_extractor_by_frame,4.1.0,"[366.2242431640625, 400.6137390136719]","[364.0108337402344, 356.2454528808594]"
539039375,24257,T4,2024-02-01 13:56:29 UTC,91321991,point_extractor_by_frame,4.1.0,"[365.1148986816406, 397.28570556640625, 331.8347473144531]","[365.12017822265625, 362.9014892578125, 367.3388366699219]"
539039548,24257,T4,2024-02-01 13:57:10 UTC,91319672,point_extractor_by_frame,4.1.0,,
539039782,24257,T4,2024-02-01 13:58:18 UTC,91321914,point_extractor_by_frame,4.1.0,"[361.7868957519531, 340.70947265625]","[362.9014892578125, 408.3843688964844]"
539039870,24257,T4,2024-02-01 13:58:43 UTC,91319142,point_extractor_by_frame,4.1.0,,
539039948,24257,T4,2024-02-01 13:59:05 UTC,91321442,point_extractor_by_frame,4.1.0,,
539040101,24257,T4,2024-02-01 13:59:45 UTC,91321193,point_extractor_by_frame,4.1.0,"[361.7868957519531, 264.1651306152344]","[362.9014892578125, 304.1065673828125]"
539040152,24257,T4,2024-02-01 13:59:57 UTC,91321743,point_extractor_by_frame,4.1.0,,
539040273,24257,T4,2024-02-01 14:00:28 UTC,91319167,point_extractor_by_frame,4.1.0,,
539040354,24257,T4,2024-02-01 14:00:53 UTC,91319403,point_extractor_by_frame,4.1.0,,
539068840,24257,T4,2024-02-01 16:01:22 UTC,91319889,point_extractor_by_frame,4.1.0,,
539068994,24257,T4,2024-02-01 16:02:09 UTC,91319689,point_extractor_by_frame,4.1.0,,
539069285,24257,T4,2024-02-01 16:03:16 UTC,91319333,point_extractor_by_frame,4.1.0,,
539069366,24257,T4,2024-02-01 16:03:32 UTC,91319170,point_extractor_by_frame,4.1.0,,
539069477,24257,T4,2024-02-01 16:04:00 UTC,91321264,point_extractor_by_frame,4.1.0,,
539069548,24257,T4,2024-02-01 16:04:21 UTC,91319587,point_extractor_by_frame,4.1.0,,
539069732,24257,T4,2024-02-01 16:05:14 UTC,91319389,point_extractor_by_frame,4.1.0,,
539069769,24257,T4,2024-02-01 16:05:25 UTC,91321576,point_extractor_by_frame,4.1.0,,
539069852,24257,T4,2024-02-01 16:05:53 UTC,91319811,point_extractor_by_frame,4.1.0,,
539069952,24257,T4,2024-02-01 16:06:24 UTC,91319103,point_extractor_by_frame,4.1.0,,
539070023,24257,T4,2024-02-01 16:06:50 UTC,91319194,point_extractor_by_frame,4.1.0,,
539070224,24257,T4,2024-02-01 16:08:02 UTC,91319888,point_extractor_by_frame,4.1.0,,
539070260,24257,T4,2024-02-01 16:08:20 UTC,91319139,point_extractor_by_frame,4.1.0,,
539070379,24257,T4,2024-02-01 16:08:53 UTC,91319727,point_extractor_by_frame,4.1.0,,
539070469,24257,T4,2024-02-01 16:09:17 UTC,91319372,point_extractor_by_frame,4.1.0,,
539070507,24257,T4,2024-02-01 16:09:32 UTC,91322026,point_extractor_by_frame,4.1.0,,
539070602,24257,T4,2024-02-01 16:09:57 UTC,91319577,point_extractor_by_frame,4.1.0,,
539070726,24257,T4,2024-02-01 16:10:31 UTC,91321678,point_extractor_by_frame,4.1.0,,
539070842,24257,T4,2024-02-01 16:10:54 UTC,91319247,point_extractor_by_frame,4.1.0,,
539071004,24257,T4,2024-02-01 16:11:24 UTC,91321214,point_extractor_by_frame,4.1.0,,
539071096,24257,T4,2024-02-01 16:11:41 UTC,91321240,point_extractor_by_frame,4.1.0,,
539071217,24257,T4,2024-02-01 16:12:05 UTC,91319563,point_extractor_by_frame,4.1.0,,
539071469,24257,T4,2024-02-01 16:12:55 UTC,91321254,point_extractor_by_frame,4.1.0,"[365.4550476074219, 320.034912109375]","[364.5111083984375, 344.9552307128906]"
539071621,24257,T4,2024-02-01 16:13:29 UTC,91321654,point_extractor_by_frame,4.1.0,"[363.8259582519531, 371.5361633300781]","[363.0549011230469, 408.6152038574219]"
539071789,24257,T4,2024-02-01 16:14:14 UTC,91321482,point_extractor_by_frame,4.1.0,"[364.82421875, 381.2259216308594, 335.1749572753906, 336.4366455078125]","[362.6186218261719, 384.6978454589844, 375.86614990234375, 331.70770263671875]"
539072023,24257,T4,2024-02-01 16:14:59 UTC,91319246,point_extractor_by_frame,4.1.0,"[362.93170166015625, 386.9034423828125]","[363.8802795410156, 341.8010559082031]"
539072167,24257,T4,2024-02-01 16:15:28 UTC,91319378,point_extractor_by_frame,4.1.0,,
539072280,24257,T4,2024-02-01 16:15:50 UTC,91319313,point_extractor_by_frame,4.1.0,,
539072406,24257,T4,2024-02-01 16:16:14 UTC,91319364,point_extractor_by_frame,4.1.0,,
539072467,24257,T4,2024-02-01 16:16:26 UTC,91321293,point_extractor_by_frame,4.1.0,,
539072547,24257,T4,2024-02-01 16:16:43 UTC,91321710,point_extractor_by_frame,4.1.0,,
539072589,24257,T4,2024-02-01 16:16:52 UTC,91321950,point_extractor_by_frame,4.1.0,,
539072691,24257,T4,2024-02-01 16:17:13 UTC,91319104,point_extractor_by_frame,4.1.0,,
539072761,24257,T4,2024-02-01 16:17:28 UTC,91319281,point_extractor_by_frame,4.1.0,,
539072821,24257,T4,2024-02-01 16:17:40 UTC,91321917,point_extractor_by_frame,4.1.0,,
539073068,24257,T4,2024-02-01 16:18:29 UTC,91322103,point_extractor_by_frame,4.1.0,"[269.568115234375, 312.46490478515625, 363.56256103515625, 390.0576171875]","[332.3385314941406, 350.0019226074219, 361.98779296875, 329.815185546875]"
539073181,24257,T4,2024-02-01 16:18:49 UTC,91321493,point_extractor_by_frame,4.1.0,,
539073245,24257,T4,2024-02-01 16:19:01 UTC,91319432,point_extractor_by_frame,4.1.0,,
539073293,24257,T4,2024-02-01 16:19:12 UTC,91321243,point_extractor_by_frame,4.1.0,,
539073371,24257,T4,2024-02-01 16:19:30 UTC,91319712,point_extractor_by_frame,4.1.0,,
539073422,24257,T4,2024-02-01 16:19:40 UTC,91322039,point_extractor_by_frame,4.1.0,,
539073571,24257,T4,2024-02-01 16:20:09 UTC,91321669,point_extractor_by_frame,4.1.0,"[365.3326110839844, 384.7497253417969]","[362.5600891113281, 408.5479736328125]"
539073735,24257,T4,2024-02-01 16:20:45 UTC,91319045,point_extractor_by_frame,4.1.0,"[362.2530517578125, 356.5755310058594]","[363.42449951171875, 409.9801330566406]"
539073807,24257,T4,2024-02-01 16:20:59 UTC,91321458,point_extractor_by_frame,4.1.0,,
539073876,24257,T4,2024-02-01 16:21:14 UTC,91319351,point_extractor_by_frame,4.1.0,,
539073927,24257,T4,2024-02-01 16:21:26 UTC,91319661,point_extractor_by_frame,4.1.0,,
539074022,24257,T4,2024-02-01 16:21:47 UTC,91319317,point_extractor_by_frame,4.1.0,,
539074217,24257,T4,2024-02-01 16:22:26 UTC,91319342,point_extractor_by_frame,4.1.0,"[364.1697082519531, 417.0557861328125, 404.6390380859375, 440.0497131347656]","[361.8843078613281, 356.8256530761719, 324.6341247558594, 305.3192138671875]"
539074274,24257,T4,2024-02-01 16:22:36 UTC,91321960,point_extractor_by_frame,4.1.0,,
539074418,24257,T4,2024-02-01 16:23:07 UTC,91319059,point_extractor_by_frame,4.1.0,"[364.82421875, 338.3291320800781]","[363.24945068359375, 327.2918395996094]"
539074465,24257,T4,2024-02-01 16:23:17 UTC,91321186,point_extractor_by_frame,4.1.0,,
539074538,24257,T4,2024-02-01 16:23:30 UTC,91319122,point_extractor_by_frame,4.1.0,,
539074577,24257,T4,2024-02-01 16:23:38 UTC,91319121,point_extractor_by_frame,4.1.0,,
539074645,24257,T4,2024-02-01 16:23:50 UTC,91321694,point_extractor_by_frame,4.1.0,,
539074690,24257,T4,2024-02-01 16:23:57 UTC,91321394,point_extractor_by_frame,4.1.0,,
539074746,24257,T4,2024-02-01 16:24:08 UTC,91321530,point_extractor_by_frame,4.1.0,,
539074849,24257,T4,2024-02-01 16:24:28 UTC,91321481,point_extractor_by_frame,4.1.0,,
539074886,24257,T4,2024-02-01 16:24:36 UTC,91321749,point_extractor_by_frame,4.1.0,,
539075025,24257,T4,2024-02-01 16:25:07 UTC,91321276,point_extractor_by_frame,4.1.0,"[366.08587646484375, 370.5017395019531]","[367.0344543457031, 324.1376647949219]"
539075060,24257,T4,2024-02-01 16:25:16 UTC,91321218,point_extractor_by_frame,4.1.0,,
