,subject_id,data.the-radio-source-is-showing-extended-morphology,data.yes-there-seem-to-be-associated-regions-close-to-the-central-source,data.no-nearby-marked-regions-seem-associated-with-the-central-source,flag_optical_counterpart,flag_rad_extended,flag_rad_point,classifications_count,LCurl
96,91319228,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/0f17b159-3bc3-4657-904a-8af56eae0d25.png
97,91319229,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/8d3b6174-0bcb-432f-8c1c-98cc93350d76.png
98,91319236,0.0,0.0,0.0,1.0,0.0,1.0,6,https://panoptes-uploads.zooniverse.org/subject_location/567ca8f8-54c4-4796-92de-3ab9366abfb1.png
99,91319239,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/21f28d36-971a-48e0-b97c-be2af48afc81.png
100,91319240,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/75c5e298-cf1c-4219-b7ae-0a4f55255953.png
101,91319242,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/3ab590c3-68bd-41fe-86c7-18b704a8b079.png
102,91319243,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/44e9d18d-e668-417d-a9f8-dedb729799fb.png
103,91319244,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/d4c4302f-34c9-4259-bf9c-be9fadae3871.png
104,91319247,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/77655d8d-05a2-473a-a747-b080ddb3583e.png
105,91319251,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/339ff487-dd24-4347-88b6-f4ca2b4573e8.png
106,91319255,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/8d0b06b4-8447-40ad-869d-3415d9e6f210.png
