H-ζ,3889.049
CaII,3933.6614
H-ε,3970.072
HeI,4026.191
NII,4041.31
CIII+OII,4072.157
H-δ,4101.74
HeI&Si_II,4120.99
 ,4128.067
HeI,4143.76
H-γ,4340.462
HeI,4387.929
OII,4414.905
HeI&MgII,4471.479
 ,4481.126
NII+OII,4630.54
CIII+OII,4649.135
HeII,4685.8041
HeI,4713.38
H-β,4861.3615
HeI,4921.931
Na_D,5889.950
