#islsrc,bkg,rms,ra_str,dec_str,ra_deg,ra_deg_err,dec_deg,dec_deg_err,peak,peak_error,S,S_err,a,a_err,b,b_err,pa,pa_err,flags
(0002;00),-0.000001,0.000015,01:26:28.14,-74:15:37.57,21.6172513,0.0000691,-74.2604359,0.0000675,0.000186,0.000015,0.000219,0.000018,6.98,0.08,6.61,0.08,-68.1,1.0,000000
(0003;00),-0.000002,0.000015,01:27:58.53,-74:15:35.44,21.9938842,0.0001625,-74.2598447,0.0001434,0.000087,0.000015,0.000104,0.000018,7.40,0.32,6.28,0.24,-63.9,1.0,000000
(0004;00),-0.000002,0.000014,01:27:32.53,-74:15:33.92,21.8855596,0.0002949,-74.2594221,0.0001600,0.000076,0.000013,0.000114,0.000021,11.96,0.69,4.90,0.12,-65.0,0.2,000000
(0005;00),-0.000003,0.000014,01:27:05.82,-74:15:27.74,21.7742601,0.0002280,-74.2577055,0.0001454,0.000084,0.000013,0.000147,0.000024,10.62,0.40,6.46,0.18,-68.5,0.3,000000
(0006;00),-0.000001,0.000016,01:29:08.65,-74:15:12.98,22.2860531,0.0001337,-74.2536052,0.0001312,0.000096,0.000015,0.000100,0.000017,6.52,0.22,6.23,0.22,-61.3,2.6,000000
(0007;00),-0.000001,0.000015,01:29:16.92,-74:15:00.75,22.3205043,0.0001403,-74.2502071,0.0002022,0.000101,0.000013,0.000234,0.000032,12.01,0.16,7.58,0.33,19.7,0.2,000000
(0008;00),-0.000001,0.000015,01:28:59.42,-74:14:42.01,22.2475968,0.0001743,-74.2450026,0.0001242,0.000098,0.000013,0.000172,0.000024,10.04,0.28,6.84,0.15,-68.7,0.3,000000
(0009;00),-0.000002,0.000015,01:29:14.95,-74:14:40.35,22.3122721,0.0001689,-74.2445425,0.0001998,0.000080,0.000015,0.000106,0.000021,7.76,0.29,6.72,0.45,26.2,1.2,000000
(0010;00),-0.000002,0.000015,01:26:36.51,-74:14:35.25,21.6521198,0.0001241,-74.2431238,0.0001264,0.000095,0.000015,0.000091,0.000015,6.19,0.16,6.06,0.17,-68.1,6.0,000000
(0011;00),-0.000003,0.000014,01:29:56.03,-74:14:27.06,22.4834522,0.0001442,-74.2408496,0.0002275,0.000077,0.000014,0.000100,0.000020,8.89,0.15,5.71,0.47,22.7,0.2,000000
(0012;00),-0.000002,0.000014,01:27:26.66,-74:14:25.89,21.8611029,0.0001162,-74.2405255,0.0001258,0.000097,0.000014,0.000102,0.000015,6.62,0.11,6.23,0.12,15.4,1.6,000000
(0013;00),-0.000002,0.000015,01:28:02.87,-74:14:19.01,22.0119442,0.0000537,-74.2386126,0.0000515,0.000228,0.000014,0.000262,0.000017,6.96,0.08,6.47,0.07,-63.4,0.6,000000
(0015;00),-0.000002,0.000015,01:28:17.16,-74:14:15.35,22.0715070,0.0000981,-74.2375967,0.0001083,0.000129,0.000014,0.000196,0.000021,8.09,0.10,7.35,0.11,16.3,0.7,000000
(0016;00),-0.000001,0.000014,01:28:29.63,-74:14:13.90,22.1234525,0.0001191,-74.2371936,0.0001817,0.000097,0.000013,0.000171,0.000024,10.43,0.14,6.61,0.33,23.2,0.2,000000
(0017;00),-0.000002,0.000014,01:27:18.49,-74:14:15.89,21.8270591,0.0001971,-74.2377463,0.0001640,0.000076,0.000014,0.000101,0.000019,8.23,0.38,6.37,0.27,-63.4,0.8,000000
(0018;00),-0.000002,0.000014,01:26:03.62,-74:13:56.11,21.5150740,0.0001505,-74.2322525,0.0001846,0.000074,0.000014,0.000076,0.000015,6.44,0.20,6.29,0.27,22.1,6.4,000000
(0019;00),-0.000002,0.000014,01:26:00.88,-74:13:54.45,21.5036845,0.0001922,-74.2317919,0.0001604,0.000073,0.000014,0.000087,0.000017,7.66,0.40,6.11,0.27,-63.7,0.9,000000
(0020;00),-0.000002,0.000014,01:28:30.89,-74:13:42.21,22.1286994,0.0001224,-74.2283915,0.0001264,0.000088,0.000014,0.000078,0.000013,5.92,0.14,5.85,0.15,21.3,10.1,000000
(0021;00),-0.000002,0.000014,01:27:48.10,-74:13:42.28,21.9504053,0.0002130,-74.2284104,0.0001878,0.000073,0.000014,0.000106,0.000022,8.16,0.57,6.99,0.38,-58.8,1.3,000000
(0022;00),-0.000002,0.000014,01:26:50.76,-74:13:37.59,21.7114868,0.0000869,-74.2271094,0.0000821,0.000144,0.000013,0.000210,0.000019,7.95,0.13,7.19,0.12,-64.4,0.7,000000
(0023;00),-0.000002,0.000014,01:29:37.44,-74:13:35.94,22.4059969,0.0003178,-74.2266508,0.0002434,0.000068,0.000013,0.000138,0.000027,10.63,0.34,7.50,0.20,-79.9,1.0,000000
(0024;00),-0.000002,0.000014,01:27:25.84,-74:13:29.08,21.8576772,0.0000796,-74.2247439,0.0000807,0.000132,0.000014,0.000119,0.000013,6.00,0.11,5.90,0.12,-62.4,4.0,000000
(0025;00),-0.000003,0.000014,01:24:49.86,-74:13:23.29,21.2077399,0.0000351,-74.2231351,0.0000335,0.000342,0.000014,0.000381,0.000016,6.95,0.04,6.28,0.04,-66.9,0.3,000000
(0026;00),-0.000001,0.000014,01:29:14.53,-74:13:26.63,22.3105242,0.0001524,-74.2240645,0.0001375,0.000075,0.000014,0.000065,0.000013,6.09,0.31,5.53,0.27,-55.9,1.5,000000
(0027;00),-0.000002,0.000015,01:28:22.46,-74:13:26.23,22.0935981,0.0001154,-74.2239531,0.0001117,0.000114,0.000014,0.000156,0.000019,7.51,0.10,7.17,0.11,-75.2,2.0,000000
(0028;00),-0.000001,0.000015,01:30:57.43,-74:13:16.24,22.7392986,0.0001283,-74.2211768,0.0001307,0.000096,0.000015,0.000091,0.000015,6.42,0.16,5.85,0.19,23.5,1.2,000000
(0029;00),-0.000002,0.000015,01:28:20.36,-74:13:13.50,22.0848175,0.0000206,-74.2204178,0.0000194,0.000596,0.000014,0.000653,0.000016,6.82,0.03,6.30,0.02,-66.8,0.2,000000
(0030;00),-0.000001,0.000013,01:26:33.44,-74:13:11.88,21.6393359,0.0001109,-74.2199679,0.0000970,0.000112,0.000013,0.000142,0.000016,7.70,0.12,6.49,0.10,-72.0,0.6,000000
(0031;00),-0.000002,0.000014,01:28:34.91,-74:13:10.95,22.1454467,0.0001524,-74.2197079,0.0001406,0.000079,0.000014,0.000072,0.000013,6.44,0.19,5.57,0.15,-71.7,1.1,000000
(0032;00),-0.000002,0.000013,01:28:57.55,-74:13:00.47,22.2397871,0.0001368,-74.2167971,0.0001488,0.000079,0.000013,0.000085,0.000014,6.74,0.19,6.23,0.24,23.6,1.6,000000
(0033;00),-0.000002,0.000015,01:28:17.69,-74:12:58.69,22.0737264,0.0001115,-74.2163039,0.0000931,0.000116,0.000014,0.000121,0.000015,7.15,0.16,5.73,0.11,-65.5,0.4,000000
(0034;00),-0.000002,0.000014,01:25:01.10,-74:12:36.60,21.2545992,0.0000590,-74.2101664,0.0000644,0.000180,0.000014,0.000180,0.000014,6.41,0.08,6.11,0.09,26.1,1.0,000000
(0035;00),-0.000001,0.000014,01:24:02.32,-74:12:35.70,21.0096749,0.0001125,-74.2099165,0.0001142,0.000093,0.000014,0.000074,0.000012,5.74,0.13,5.47,0.13,-67.6,2.3,000000
(0036;00),-0.000001,0.000013,01:27:28.34,-74:12:37.29,21.8680925,0.0001565,-74.2103570,0.0002028,0.000074,0.000012,0.000111,0.000019,8.99,0.18,6.53,0.32,20.2,0.4,000000
(0037;00),-0.000001,0.000013,01:27:51.10,-74:12:36.84,21.9628958,0.0000731,-74.2102341,0.0000665,0.000153,0.000013,0.000162,0.000014,6.91,0.11,6.02,0.09,-64.2,0.4,000000
(0038;00),-0.000001,0.000014,01:25:06.25,-74:12:29.46,21.2760347,0.0000292,-74.2081847,0.0000279,0.000392,0.000014,0.000411,0.000014,6.71,0.03,6.13,0.03,-68.8,0.3,000000
(0039;00),-0.000002,0.000014,01:24:30.72,-74:12:27.40,21.1280206,0.0000717,-74.2076113,0.0000762,0.000162,0.000013,0.000202,0.000017,7.06,0.09,6.93,0.10,23.2,3.2,000000
(0041;00),-0.000000,0.000015,01:30:54.20,-74:12:16.12,22.7258162,0.0000953,-74.2044770,0.0000902,0.000143,0.000014,0.000158,0.000016,7.35,0.14,5.92,0.12,-66.0,0.4,000000
(0041;01),-0.000000,0.000015,01:30:54.45,-74:12:23.55,22.7268930,0.0000953,-74.2065426,0.0000902,0.000080,0.000014,0.000076,0.000014,7.40,0.16,5.06,0.14,-62.3,0.4,000000
(0042;00),-0.000002,0.000014,01:24:26.26,-74:12:18.47,21.1094212,0.0001290,-74.2051296,0.0001068,0.000108,0.000013,0.000143,0.000018,8.21,0.19,6.33,0.13,-66.2,0.4,000000
(0043;00),-0.000001,0.000015,01:31:00.96,-74:12:17.02,22.7540058,0.0001663,-74.2047265,0.0001369,0.000087,0.000015,0.000087,0.000015,7.05,0.21,5.57,0.15,-71.0,0.7,000000
(0044;00),-0.000001,0.000014,01:30:53.19,-74:12:01.30,22.7216231,0.0001001,-74.2003620,0.0000946,0.000125,0.000014,0.000152,0.000017,7.16,0.15,6.66,0.15,-63.1,1.1,000000
(0045;00),-0.000000,0.000015,01:31:07.77,-74:12:01.08,22.7823802,0.0001222,-74.2002989,0.0001873,0.000085,0.000015,0.000073,0.000014,6.79,0.12,4.96,0.36,22.8,0.3,000000
(0046;00),-0.000002,0.000014,01:29:27.01,-74:12:03.21,22.3625461,0.0001280,-74.2008908,0.0001302,0.000088,0.000013,0.000095,0.000015,6.51,0.16,6.50,0.17,21.5,69.0,000000
(0047;00),-0.000001,0.000013,01:26:28.79,-74:12:02.70,21.6199522,0.0001339,-74.2007487,0.0001009,0.000085,0.000012,0.000079,0.000012,7.03,0.19,5.16,0.11,-66.9,0.4,000000
(0048;00),-0.000002,0.000013,01:29:39.81,-74:11:57.23,22.4158796,0.0000417,-74.1992319,0.0000404,0.000258,0.000013,0.000255,0.000013,6.35,0.05,6.12,0.05,-66.8,0.9,000000
(0049;00),-0.000001,0.000013,01:27:21.60,-74:11:58.72,21.8399840,0.0000681,-74.1996440,0.0000584,0.000170,0.000012,0.000190,0.000014,7.26,0.08,6.05,0.06,-69.2,0.3,000000
(0050;00),-0.000001,0.000014,01:28:28.47,-74:11:59.33,22.1186388,0.0001564,-74.1998141,0.0001384,0.000081,0.000013,0.000093,0.000016,7.25,0.24,6.25,0.21,-66.3,1.0,000000
(0051;00),-0.000001,0.000015,01:31:45.03,-74:11:46.73,22.9376352,0.0001783,-74.1963140,0.0002278,0.000082,0.000013,0.000172,0.000029,10.87,0.22,7.53,0.44,20.9,0.3,000000
(0052;00),-0.000002,0.000014,01:24:16.26,-74:11:50.88,21.0677390,0.0001923,-74.1974659,0.0001618,0.000077,0.000014,0.000102,0.000019,8.00,0.25,6.49,0.20,-71.4,0.9,000000
(0053;00),-0.000001,0.000013,01:27:42.64,-74:11:48.90,21.9276627,0.0000397,-74.1969171,0.0000391,0.000260,0.000012,0.000278,0.000013,6.58,0.04,6.38,0.04,-73.4,1.0,000000
(0054;00),0.000000,0.000013,01:26:03.80,-74:11:50.96,21.5158360,0.0002360,-74.1974902,0.0001809,0.000066,0.000012,0.000088,0.000017,8.72,0.41,6.01,0.21,-68.3,0.6,000000
(0055;00),-0.000001,0.000013,01:25:10.00,-74:11:46.10,21.2916497,0.0001253,-74.1961380,0.0002149,0.000082,0.000012,0.000125,0.000020,10.06,0.12,5.97,0.38,22.1,0.1,000000
(0056;00),-0.000001,0.000014,01:28:16.99,-74:11:48.37,22.0708029,0.0000378,-74.1967708,0.0000346,0.000314,0.000014,0.000327,0.000015,6.76,0.05,6.05,0.04,-67.5,0.3,000000
